"region","country_iso3","city","year","registrations","exams","units_sold","jr_case1","jr_case2","jr_case3","jr_case4","jr_case5"
9,"AFG","Kabul",1972,NA,NA,113146.88,0,0,0,0,0
9,"AFG","Kabul",1973,NA,NA,122199.724137931,0,0,0,0,0
9,"AFG","Kabul",1974,NA,NA,146190.967741935,0,0,0,0,0
9,"AFG","Kabul",1975,NA,NA,204092,0,0,0,0,0
9,"AFG","Kabul",1976,NA,NA,249711.4,0,0,0,0,0
9,"AFG","Kabul",1977,NA,NA,122659.733333333,0,0,0,0,0
9,"AFG","Kabul",1978,NA,NA,317276.928571429,0,0,0,0,0
9,"AFG","Kabul",1979,NA,NA,140858.260869565,0,0,0,0,0
9,"AFG","Kabul",1980,NA,NA,80722.7272727273,0,0,0,0,0
9,"AFG","Kabul",1981,NA,NA,62341.2727272727,0,0,0,0,0
9,"AFG","Kabul",1982,NA,NA,66986.6666666667,0,0,0,0,0
9,"AFG","Kabul",1983,NA,NA,57380.4,0,0,0,0,0
9,"AFG","Kabul",1984,NA,NA,46280.1818181818,0,0,0,0,0
9,"AFG","Kabul",1985,NA,NA,50407.2727272727,0,0,0,0,0
9,"AFG","Kabul",1986,NA,11,44057.2,0,0,0,0,0
9,"AFG","Kabul",1987,NA,17,49534.6666666667,0,0,0,0,0
9,"AFG","Kabul",1988,NA,5,62739.6,0,0,0,0,0
9,"AFG","Kabul",2004,1223,NA,95222.78,0,0,0,0,0
9,"AFG","Kabul",2005,1282,4,98714,0,0,0,0,0
9,"AFG","Kabul",2006,1383,13,86631,0,0,0,0,0
9,"AFG","Kabul",2007,2055,40,159740.818965517,0,0,0,0,0
9,"AFG","Kabul",2008,3252,1029,268639.036649215,0,0,0,0,0
9,"AFG","Kabul",2009,2689,739,201189,0,0,0,0,0
9,"AFG","Kabul",2010,2027,600,169125,0,0,0,0,0
9,"AFG","Kabul",2011,1587,791,203750,0,0,0,0,0
9,"AFG","Kabul",2012,1595,771,195002,0,0,0,0,0
9,"AFG","Kabul",2013,1560,910,193600,0,0,0,0,0
9,"AFG","Kabul",2014,1600,900,221000,0,0,0,0,0
5,"ARE","Abu Dhabi",2006,164,7,8597,0,0,1,0,0
5,"ARE","Abu Dhabi",2007,368,21,12349.1147540984,0,0,0,0,0
5,"ARE","Abu Dhabi",2008,431,35,18074.1935483871,0,0,0,0,0
5,"ARE","Abu Dhabi",2009,677,411,20831,0,0,0,0,0
5,"ARE","Abu Dhabi",2010,881,109,35916,0,0,0,0,0
5,"ARE","Abu Dhabi",2011,819,146,38950,0,0,0,0,0
5,"ARE","Abu Dhabi",2012,605,201,35322,0,0,0,0,0
5,"ARE","Abu Dhabi",2013,920,240,37500,0,0,0,0,0
5,"ARE","Abu Dhabi",2014,800,300,53000,0,0,0,0,0
5,"ARE","Dubai",2007,261,7,13137,0,0,0,0,0
5,"ARE","Dubai",2008,425,28,20391.5,0,0,0,0,0
5,"ARE","Dubai",2009,584,1646,24490,0,0,0,0,0
5,"ARE","Dubai",2010,407,64,20370,0,0,0,0,0
5,"ARE","Dubai",2011,630,100,38950,0,0,0,0,0
5,"ARE","Dubai",2012,779,106,35322,0,0,0,0,0
5,"ARE","Dubai",2013,920,200,41500,0,0,0,0,0
5,"ARE","Dubai",2014,1000,300,48500,0,0,0,0,0
7,"ARG","Buenos Aires",1972,NA,NA,264943.937007874,1,0,0,0,0
7,"ARG","Buenos Aires",1973,NA,NA,275478.919708029,1,0,0,0,0
7,"ARG","Buenos Aires",1974,NA,NA,321246.94214876,1,0,0,0,0
7,"ARG","Buenos Aires",1975,NA,NA,348399.193548387,1,0,0,0,0
7,"ARG","Buenos Aires",1976,NA,NA,353367.619047619,1,0,0,0,0
7,"ARG","Buenos Aires",1977,NA,NA,366873.798449612,1,0,0,0,0
7,"ARG","Buenos Aires",1978,NA,NA,446159.314285714,1,0,0,0,0
7,"ARG","Buenos Aires",1979,NA,NA,422761.174825175,1,0,0,0,0
7,"ARG","Buenos Aires",1980,NA,NA,411780.468965517,1,0,0,0,0
7,"ARG","Buenos Aires",1981,NA,NA,379530.553191489,1,0,0,0,0
7,"ARG","Buenos Aires",1982,NA,NA,327235.2,1,0,0,0,0
7,"ARG","Buenos Aires",1983,NA,NA,309609.230769231,1,0,0,0,0
7,"ARG","Buenos Aires",1984,NA,NA,302192.163265306,1,0,0,0,0
7,"ARG","Buenos Aires",1985,NA,NA,293432.6,0,0,0,0,0
7,"ARG","Buenos Aires",1986,NA,287,307212.992481203,0,0,0,0,0
7,"ARG","Buenos Aires",1987,NA,331,333540.145985401,0,0,0,0,0
7,"ARG","Buenos Aires",1988,NA,253,326106.9,0,0,0,0,0
7,"ARG","Buenos Aires",1989,NA,267,383486.598639456,0,0,0,0,0
7,"ARG","Buenos Aires",1990,5378,501,NA,0,0,0,0,0
7,"ARG","Buenos Aires",1991,4112,28,NA,0,0,0,0,0
7,"ARG","Buenos Aires",1992,3762,418,NA,0,0,0,0,0
7,"ARG","Buenos Aires",1993,3596,353,NA,0,0,0,0,0
7,"ARG","Buenos Aires",1994,2760,114,NA,0,0,0,0,0
7,"ARG","Buenos Aires",1995,2596,138,NA,0,0,0,0,0
7,"ARG","Buenos Aires",1996,2398,307,NA,0,0,0,0,0
7,"ARG","Buenos Aires",1997,2484,288,155606.5,0,0,0,0,0
7,"ARG","Buenos Aires",1998,1916,166,122445.549019608,0,0,0,0,0
7,"ARG","Buenos Aires",1999,2074,313,122448.592920354,0,0,0,0,0
7,"ARG","Buenos Aires",2000,1029,NA,63314.37,0,0,0,0,0
7,"ARG","Buenos Aires",2001,1872,194,108980.281690141,0,0,0,0,0
7,"ARG","Buenos Aires",2002,2125,229,114827.429149798,0,0,0,0,0
7,"ARG","Buenos Aires",2003,2053,143,105205.421940928,0,0,0,0,0
7,"ARG","Buenos Aires",2004,2071,273,103627.6625,0,0,0,0,0
7,"ARG","Buenos Aires",2005,2044,293,100812.098765432,0,0,0,0,0
7,"ARG","Buenos Aires",2006,2417,385,160602,0,0,0,0,0
7,"ARG","Buenos Aires",2007,2263,1307,148280.380952381,0,0,0,0,0
7,"ARG","Buenos Aires",2008,2296,812,151809.834862385,0,0,0,0,0
7,"ARG","Buenos Aires",2009,2384,741,141854,0,0,0,0,0
7,"ARG","Buenos Aires",2010,2306,894,140036,0,0,0,0,0
7,"ARG","Buenos Aires",2011,2318,968,147867,0,0,0,0,0
7,"ARG","Buenos Aires",2012,2259,1036,136829,0,0,0,0,0
7,"ARG","Buenos Aires",2013,2240,1410,152300,0,0,0,0,0
7,"ARG","Buenos Aires",2014,2300,900,150000,0,0,0,0,0
7,"ARG","Cordoba",1972,NA,NA,42015.4838709677,0,0,0,0,0
7,"ARG","Cordoba",1973,NA,NA,51153.8823529412,0,0,0,0,0
7,"ARG","Cordoba",1974,NA,NA,61421.5757575758,0,0,0,0,0
7,"ARG","Cordoba",1975,NA,NA,61589.2857142857,0,0,0,0,0
7,"ARG","Cordoba",1976,NA,NA,138388.5,0,0,0,0,0
7,"ARG","Cordoba",1977,NA,NA,162805.970149254,0,0,0,0,0
7,"ARG","Cordoba",1978,NA,NA,67888.3333333333,0,0,0,0,0
7,"ARG","Cordoba",1979,NA,NA,82886.5641025641,0,0,0,0,0
7,"ARG","Cordoba",1980,NA,NA,75825.75,0,0,0,0,0
7,"ARG","Cordoba",1981,NA,NA,64831.7647058823,0,0,0,0,0
7,"ARG","Cordoba",1982,NA,NA,61125.8823529412,0,0,0,0,0
7,"ARG","Cordoba",1983,NA,NA,72629.4857142857,0,0,0,0,0
7,"ARG","Cordoba",1984,NA,NA,76608,0,0,0,0,0
7,"ARG","Cordoba",1985,NA,NA,73441.6666666667,0,0,0,0,0
7,"ARG","Cordoba",1986,NA,45,82126.5555555555,0,0,0,0,0
7,"ARG","Cordoba",1987,NA,49,70004,0,0,0,0,0
7,"ARG","Cordoba",1988,NA,53,66604.3870967742,0,0,0,0,0
7,"ARG","Cordoba",1989,NA,49,70332.7272727273,0,0,0,0,0
7,"ARG","Cordoba",1990,1024,45,NA,0,0,0,0,0
7,"ARG","Cordoba",1991,862,40,NA,0,0,0,0,0
7,"ARG","Cordoba",1992,788,29,NA,0,0,0,0,0
7,"ARG","Cordoba",1993,400,20,NA,0,0,0,0,0
7,"ARG","Cordoba",1994,487,41,NA,0,0,0,0,0
7,"ARG","Cordoba",1995,952,56,NA,0,0,0,0,0
7,"ARG","Cordoba",1996,429,30,NA,0,0,0,0,0
7,"ARG","Cordoba",1997,438,28,27364.5714285714,0,0,0,0,0
7,"ARG","Cordoba",1998,496,29,28336.2962962963,0,0,0,0,0
7,"ARG","Cordoba",2008,267,15,33882.3,0,0,0,0,0
7,"ARG","Cordoba",2009,230,21,37978,0,0,0,0,0
7,"ARG","Cordoba",2010,513,26,45447,0,0,0,0,0
7,"ARG","Cordoba",2011,758,50,55977,0,0,0,0,0
7,"ARG","Cordoba",2012,935,30,55459,0,0,0,0,0
7,"ARG","Cordoba",2013,970,20,61600,0,0,0,0,0
7,"ARG","Cordoba",2014,1200,30,97800,0,0,0,0,0
7,"ARG","Mendoza",1972,NA,NA,56366.2592592593,0,0,1,0,0
7,"ARG","Mendoza",1973,NA,NA,59557.9310344828,0,0,1,0,0
7,"ARG","Mendoza",1974,NA,NA,63310.1333333333,0,0,1,0,0
7,"ARG","Mendoza",1975,NA,NA,44184.4444444444,0,0,0,0,1
7,"ARG","Mendoza",1978,NA,NA,66991.1578947368,0,0,0,0,0
7,"ARG","Mendoza",1979,NA,NA,61101.7142857143,0,0,0,0,0
7,"ARG","Mendoza",1980,NA,NA,65220.5714285714,0,0,0,0,0
7,"ARG","Mendoza",1981,NA,NA,48944,0,0,0,0,0
7,"ARG","Mendoza",1982,NA,NA,46115.652173913,0,0,0,0,0
7,"ARG","Mendoza",1983,NA,NA,52509.1304347826,0,0,0,0,0
7,"ARG","Mendoza",1984,NA,NA,53974.347826087,0,0,0,0,0
7,"ARG","Mendoza",1985,NA,NA,59015.8095238095,0,0,0,0,0
7,"ARG","Mendoza",1986,NA,27,53485.2,0,0,0,0,0
7,"ARG","Mendoza",1987,NA,18,47846.9565217391,0,0,0,0,0
7,"ARG","Mendoza",1988,NA,29,59758.4,0,0,0,0,0
7,"ARG","Mendoza",1989,NA,22,66995.6,0,0,0,0,0
7,"ARG","Mendoza",1990,692,31,NA,0,0,0,0,0
7,"ARG","Mendoza",1991,448,30,NA,0,0,0,0,0
7,"ARG","Mendoza",1992,422,36,NA,0,0,0,0,0
7,"ARG","Mendoza",1993,341,28,NA,0,0,0,0,0
7,"ARG","Mendoza",1994,296,14,NA,0,0,0,0,0
7,"ARG","Mendoza",1995,204,11,NA,0,0,0,0,0
7,"ARG","San Juan",1978,NA,NA,30744.875,0,0,0,0,0
7,"ARG","San Juan",1979,NA,NA,34182.3529411765,0,0,0,0,0
7,"ARG","San Juan",1980,NA,NA,35008.7647058824,0,0,0,0,0
7,"ARG","San Juan",1981,NA,NA,28084,0,0,0,0,0
7,"ARG","San Juan",1982,NA,NA,29153.8666666667,0,0,0,0,0
7,"ARG","San Juan",1983,NA,NA,36190.8235294118,0,0,0,0,0
7,"ARG","San Juan",1984,NA,NA,39421.8947368421,0,0,0,0,0
7,"ARG","San Juan",1985,NA,NA,29590.3157894737,0,0,0,0,0
7,"ARG","San Juan",1986,NA,17,33287.0588235294,0,0,0,0,0
7,"ARG","San Juan",1987,NA,19,31070,0,0,0,0,0
7,"ARG","San Juan",1988,NA,16,35969.3333333333,0,0,0,0,0
7,"ARG","San Juan",1989,NA,20,36258.3333333333,0,0,0,0,0
7,"ARG","San Juan",1990,290,21,NA,0,0,0,0,0
7,"ARG","San Juan",1991,206,20,NA,0,0,0,0,0
7,"ARG","San Juan",1992,228,17,NA,0,0,0,0,0
7,"ARG","San Juan",1993,220,17,NA,0,0,0,0,0
8,"AUS","Melbourne",1974,NA,NA,238,1,0,0,0,0
8,"AUS","Melbourne",1975,NA,NA,960,1,0,0,0,0
8,"AUS","Melbourne",1976,NA,NA,1248,1,0,0,0,0
8,"AUS","Melbourne",1977,NA,NA,2080,0,0,0,0,0
8,"AUS","Melbourne",1978,NA,NA,336,0,0,0,0,0
8,"AUS","Melbourne",1979,NA,NA,4992,0,0,0,0,0
8,"AUS","Melbourne",1980,NA,NA,8321.33333333333,0,0,0,0,0
8,"AUS","Melbourne",1981,NA,NA,10933,0,0,0,0,0
8,"AUS","Melbourne",1982,NA,NA,14132.8,0,0,0,0,0
8,"AUS","Melbourne",1983,NA,NA,18331.2,0,0,0,0,0
8,"AUS","Melbourne",1984,NA,NA,17011.2727272727,0,0,0,0,0
8,"AUS","Melbourne",1985,NA,NA,23081.6666666667,0,0,0,0,0
8,"AUS","Melbourne",1986,NA,21,25889.9090909091,0,0,0,0,0
8,"AUS","Melbourne",1987,NA,33,25185.4166666667,0,0,0,0,0
8,"AUS","Melbourne",1988,NA,22,18033.8571428571,0,0,0,0,0
8,"AUS","Melbourne",1989,NA,10,19894.8,0,0,0,0,0
8,"AUS","Melbourne",1990,370,97,NA,0,0,0,0,0
8,"AUS","Melbourne",1991,416,78,NA,0,0,0,0,0
8,"AUS","Melbourne",1992,348,44,NA,0,0,0,0,0
8,"AUS","Melbourne",1993,328,41,NA,0,0,0,0,0
8,"AUS","Melbourne",1994,282,38,NA,0,0,0,0,0
8,"AUS","Melbourne",1995,375,43,NA,0,0,0,0,0
8,"AUS","Melbourne",1996,444,29,NA,0,0,0,0,0
8,"AUS","Melbourne",1997,531,25,22739.2941176471,0,0,0,0,0
8,"AUS","Melbourne",1998,567,16,17947.7307692308,0,0,0,0,0
8,"AUS","Melbourne",1999,960,16,13788.6567164179,0,0,0,0,0
8,"AUS","Melbourne",2000,726,14,11650.7553191489,0,0,0,0,0
8,"AUS","Melbourne",2001,1197,22,16469.6318181818,0,0,0,0,0
8,"AUS","Melbourne",2002,1127,21,12219.4340836013,0,0,0,0,0
8,"AUS","Melbourne",2003,1220,19,19821.2345679012,0,0,0,0,0
8,"AUS","Melbourne",2004,1139,14,15802.4674796748,0,0,0,0,0
8,"AUS","Melbourne",2005,1105,16,17560.5405405405,0,0,0,0,0
8,"AUS","Melbourne",2006,1253,19,27501,0,0,0,0,0
8,"AUS","Melbourne",2007,1400,35,19428.1437125748,0,0,0,0,0
8,"AUS","Melbourne",2008,1520,29,19878.0952380952,0,0,0,0,0
8,"AUS","Melbourne",2009,1179,46,11968,0,0,0,0,0
8,"AUS","Melbourne",2010,1066,72,19927,0,0,0,0,0
8,"AUS","Melbourne",2011,1066,48,19391,0,0,0,0,0
8,"AUS","Melbourne",2012,1297,77,27930,0,0,0,0,0
8,"AUS","Melbourne",2014,1000,200,21700,0,0,0,0,0
8,"AUS","Sydney",1979,NA,NA,6120,0,0,0,0,0
8,"AUS","Sydney",1980,NA,NA,8455.14285714286,0,0,0,0,0
8,"AUS","Sydney",1981,NA,NA,6840,0,0,0,0,0
8,"AUS","Sydney",1982,NA,NA,10602,0,0,0,0,0
8,"AUS","Sydney",1983,NA,NA,14013.75,0,0,0,0,0
8,"AUS","Sydney",1984,NA,NA,22140,0,0,0,0,0
8,"AUS","Sydney",1985,NA,NA,21108.2142857143,0,0,0,0,0
8,"AUS","Sydney",1986,NA,12,23639.9333333333,0,0,0,0,0
8,"AUS","Sydney",1987,NA,16,20257.2307692308,0,0,0,0,0
8,"AUS","Sydney",1988,NA,16,20298,0,0,0,0,0
8,"AUS","Sydney",1989,NA,13,22471.875,0,0,0,0,0
8,"AUS","Sydney",1990,519,9,NA,0,0,0,0,0
8,"AUS","Sydney",1991,648,38,NA,0,0,0,0,0
8,"AUS","Sydney",1992,300,17,NA,0,0,0,0,0
8,"AUS","Sydney",1993,300,9,NA,0,0,0,0,0
8,"AUS","Sydney",1994,288,26,NA,0,0,0,0,0
8,"AUS","Sydney",1995,291,37,NA,0,0,0,0,0
8,"AUS","Sydney",1996,282,29,NA,0,0,0,0,0
8,"AUS","Sydney",1997,519,39,14283.3125,0,0,0,0,0
8,"AUS","Sydney",1998,411,31,13100.625,0,0,0,0,0
8,"AUS","Sydney",1999,405,38,9030.78947368421,0,0,0,0,0
8,"AUS","Sydney",2000,400,45,9049.54128440367,0,0,0,0,0
8,"AUS","Sydney",2001,500,34,10585.1851851852,0,0,0,0,0
8,"AUS","Sydney",2002,434,29,11040.1333333333,0,0,0,0,0
8,"AUS","Sydney",2003,435,21,10514.4594594595,0,0,0,0,0
8,"AUS","Sydney",2004,453,24,11135.0322580645,0,0,0,0,0
8,"AUS","Sydney",2005,490,15,9386.5625,0,0,0,0,0
8,"AUS","Sydney",2006,607,33,15430,0,0,0,0,0
8,"AUS","Sydney",2007,600,47,12083.4437086093,0,0,0,0,0
8,"AUS","Sydney",2008,856,57,16899.2421052632,0,0,0,0,0
8,"AUS","Sydney",2009,831,82,24111,0,0,0,0,0
8,"AUS","Sydney",2010,910,129,19680,0,0,0,0,0
8,"AUS","Sydney",2011,943,136,21161,0,0,0,0,0
8,"AUS","Sydney",2012,892,117,20040,0,0,0,0,0
8,"AUS","Sydney",2013,1930,210,40500,0,0,0,1,0
8,"AUS","Sydney",2014,900,200,19800,0,0,0,0,0
12,"BEL","Brussels",1972,NA,NA,77135.0714285714,0,0,0,0,0
12,"BEL","Brussels",1973,NA,NA,68620.5,0,0,0,0,0
12,"BEL","Brussels",1974,NA,NA,53280,0,0,0,0,0
12,"BEL","Brussels",1975,NA,NA,49457,0,0,0,0,0
12,"BEL","Brussels",1976,NA,NA,57785.7857142857,0,0,0,0,0
12,"BEL","Brussels",1977,NA,NA,77638,0,0,0,0,0
12,"BEL","Brussels",1978,NA,NA,61118.5185185185,0,0,0,0,0
12,"BEL","Brussels",1979,NA,NA,54944.1739130435,0,0,0,0,0
12,"BEL","Brussels",1980,NA,NA,60050.1818181818,0,0,0,0,0
12,"BEL","Brussels",1981,NA,NA,56604,0,0,0,0,0
12,"BEL","Brussels",1982,NA,NA,17280,0,0,0,0,0
12,"BEL","Brussels",1983,NA,NA,57536.6666666667,0,0,0,0,0
12,"BEL","Brussels",1984,NA,NA,67181.2903225806,0,0,0,0,0
12,"BEL","Brussels",1985,NA,NA,75207.25,0,0,0,0,0
12,"BEL","Brussels",1986,NA,203,67579.3548387097,0,0,0,0,0
12,"BEL","Brussels",1987,NA,192,69610.6666666667,0,0,0,0,0
12,"BEL","Brussels",1988,NA,217,70968.8888888889,0,0,0,0,0
12,"BEL","Brussels",1989,NA,198,82921.2413793103,0,0,0,0,0
12,"BEL","Brussels",1990,1054,216,NA,0,0,0,0,0
12,"BEL","Brussels",1991,1374,283,NA,0,0,0,0,0
12,"BEL","Brussels",1992,1270,235,NA,0,0,0,0,0
12,"BEL","Brussels",1993,1226,250,NA,0,0,0,0,0
12,"BEL","Brussels",1994,1186,194,NA,0,0,0,0,0
12,"BEL","Brussels",1995,1088,159,NA,0,0,0,0,0
12,"BEL","Brussels",1996,976,151,NA,0,0,0,0,0
12,"BEL","Brussels",1997,1060,210,55591.1111111111,0,0,0,0,0
12,"BEL","Brussels",1998,1074,200,48633.9622641509,0,0,0,0,0
12,"BEL","Brussels",1999,1112,249,53464.96,0,0,0,0,0
12,"BEL","Brussels",2000,983,208,43489.275862069,0,0,0,0,0
12,"BEL","Brussels",2001,903,201,52069.2375,0,0,0,0,0
12,"BEL","Brussels",2002,970,151,41465.5905511811,0,0,0,0,0
12,"BEL","Brussels",2003,1111,178,42468.1589403973,0,0,0,0,0
12,"BEL","Brussels",2004,920,125,37964.375,0,0,0,0,0
12,"BEL","Brussels",2005,1664,106,87507.9111111111,0,0,0,0,0
12,"BEL","Brussels",2006,1546,105,65711,0,0,0,0,0
12,"BEL","Brussels",2007,2300,120,92353.8461538462,0,0,0,0,0
12,"BEL","Brussels",2008,NA,163,NA,0,0,0,0,0
12,"BEL","Brussels",2009,1200,474,75043,0,0,0,0,0
12,"BEL","Brussels",2010,771,258,43298,0,0,0,0,0
12,"BEL","Brussels",2011,896,218,37089,0,0,0,0,0
12,"BEL","Brussels",2012,924,500,53033,0,0,0,0,0
12,"BEL","Brussels",2013,1120,450,71700,0,0,0,0,0
12,"BEL","Brussels",2014,1100,800,56800,0,0,0,0,0
9,"BGD","Dhaka",1974,NA,NA,5421,0,0,0,0,0
9,"BGD","Dhaka",1975,NA,NA,2100,0,0,0,0,0
9,"BGD","Dhaka",1976,NA,NA,3861,0,0,0,0,0
9,"BGD","Dhaka",1977,NA,NA,4704,0,0,0,0,0
9,"BGD","Dhaka",1978,NA,NA,5994,0,0,0,0,0
9,"BGD","Dhaka",1979,NA,NA,23630,0,0,0,0,0
9,"BGD","Dhaka",1980,NA,NA,33495,0,0,0,0,0
9,"BGD","Dhaka",1981,NA,NA,14787.3333333333,0,0,0,0,0
9,"BGD","Dhaka",1982,NA,NA,23536.5,0,0,0,0,0
9,"BGD","Dhaka",1983,NA,NA,20764,0,0,0,0,0
9,"BGD","Dhaka",1984,NA,NA,21423,0,0,0,0,0
9,"BGD","Dhaka",1985,NA,NA,35320,0,0,0,0,0
9,"BGD","Dhaka",1986,NA,5,37788.8888888889,0,0,0,0,0
9,"BGD","Dhaka",1987,NA,NA,35182.3636363636,0,0,0,0,0
9,"BGD","Dhaka",1988,NA,NA,54745.0909090909,0,0,0,0,0
9,"BGD","Dhaka",1989,NA,NA,63897,0,0,0,0,0
9,"BGD","Dhaka",1990,251,NA,NA,0,0,0,0,0
9,"BGD","Dhaka",1991,714,4,NA,0,0,0,0,0
9,"BGD","Dhaka",1992,466,NA,NA,0,0,0,0,0
9,"BGD","Dhaka",1993,456,21,NA,0,0,0,0,0
9,"BGD","Dhaka",1994,348,26,NA,0,0,0,0,0
9,"BGD","Dhaka",1995,324,12,NA,0,0,0,0,0
9,"BGD","Dhaka",1996,334,16,NA,0,0,0,0,0
9,"BGD","Dhaka",1997,224,19,36450.9090909091,0,0,0,0,0
9,"BGD","Dhaka",1998,284,24,45997.0769230769,0,0,0,0,0
9,"BGD","Dhaka",1999,188,20,37600,0,0,0,0,0
9,"BGD","Dhaka",2000,211,11,47897,0,0,0,0,0
9,"BGD","Dhaka",2001,227,14,42524.6666666667,0,0,0,0,0
9,"BGD","Dhaka",2002,491,21,85515.8333333333,0,0,0,0,0
9,"BGD","Dhaka",2003,730,9,123670.588235294,0,0,0,0,0
9,"BGD","Dhaka",2004,499,15,79840,0,0,0,0,0
9,"BGD","Dhaka",2005,377,9,61190,0,0,0,0,0
9,"BGD","Dhaka",2006,411,18,50381,0,0,0,0,0
9,"BGD","Dhaka",2007,536,21,68289.75,0,0,0,0,0
9,"BGD","Dhaka",2008,694,377,99136.8484848485,0,0,0,0,0
9,"BGD","Dhaka",2009,678,287,79830,0,0,0,0,0
9,"BGD","Dhaka",2010,958,185,107107,0,0,0,0,0
9,"BGD","Dhaka",2011,936,244,129945,0,0,0,0,0
9,"BGD","Dhaka",2012,1021,551,145663,0,0,0,0,0
9,"BGD","Dhaka",2013,1340,830,158000,0,0,0,0,0
9,"BGD","Dhaka",2014,1400,1300,164600,0,0,0,0,0
10,"BGR","Sofia",1992,279,100,NA,0,0,0,0,0
10,"BGR","Sofia",1993,372,73,NA,0,0,0,0,0
10,"BGR","Sofia",1994,639,111,NA,0,0,0,0,0
10,"BGR","Sofia",1995,699,171,NA,0,0,0,0,0
10,"BGR","Sofia",1996,804,194,NA,0,0,0,0,0
10,"BGR","Sofia",1997,867,225,115758.95,0,0,0,0,0
10,"BGR","Sofia",1998,933,326,120789.695652174,0,0,0,0,0
10,"BGR","Sofia",1999,849,928,106000.48,0,0,0,0,0
10,"BGR","Sofia",2000,918,414,109265.844155844,0,0,0,0,0
10,"BGR","Sofia",2001,924,502,119170.684931507,0,0,0,0,0
10,"BGR","Sofia",2002,890,312,118909.014084507,0,0,0,0,0
10,"BGR","Sofia",2003,1127,209,126537.701030928,0,0,0,0,0
10,"BGR","Sofia",2004,1127,209,126537.701030928,0,0,0,0,0
10,"BGR","Sofia",2005,1252,194,108418.605504587,0,0,0,0,0
10,"BGR","Sofia",2006,1616,118,128964,0,0,0,0,0
10,"BGR","Sofia",2007,1618,664,136541.908396947,0,0,0,0,0
10,"BGR","Sofia",2008,1480,715,125119.2,0,0,0,0,0
10,"BGR","Sofia",2009,1379,739,123519,0,0,0,0,0
10,"BGR","Sofia",2010,1390,939,123109,0,0,0,0,0
10,"BGR","Sofia",2011,1530,995,131657,0,0,0,0,0
10,"BGR","Sofia",2012,1599,1177,147027,0,0,0,0,0
10,"BGR","Sofia",2013,1760,1240,166300,0,0,0,0,0
10,"BGR","Sofia",2014,1800,2100,176900,0,0,0,0,0
10,"BIH","Sarajevo",2002,278,12,18219.6923076923,0,0,0,0,0
10,"BIH","Sarajevo",2003,440,73,31680,0,0,0,0,0
10,"BIH","Sarajevo",2004,461,57,33192,0,0,0,0,0
10,"BIH","Sarajevo",2005,646,53,45543,0,0,0,0,0
10,"BIH","Sarajevo",2006,654,38,47636,0,0,0,0,0
10,"BIH","Sarajevo",2007,868,475,101217.627118644,0,0,0,0,0
10,"BIH","Sarajevo",2008,1000,900,68571.4285714286,0,0,0,0,0
10,"BIH","Sarajevo",2009,825,780,53191,0,0,0,0,0
10,"BIH","Sarajevo",2010,780,750,56659,0,0,0,0,0
10,"BIH","Sarajevo",2011,1087,1011,70841,0,0,0,0,0
10,"BIH","Sarajevo",2012,1606,1404,99828,0,0,0,0,0
10,"BIH","Sarajevo",2013,2450,1720,122900,0,0,0,0,0
10,"BIH","Sarajevo",2014,2700,5800,243400,0,0,0,0,0
3,"BLR","Minsk",1996,204,20,NA,0,0,0,0,0
3,"BLR","Minsk",1997,464,22,41487.0588235294,0,0,0,0,0
3,"BLR","Minsk",1998,690,42,59758.9285714286,0,0,0,0,0
3,"BLR","Minsk",1999,922,103,78658.125,0,0,0,0,0
3,"BLR","Minsk",2000,947,205,80203.6153846154,0,0,0,0,0
3,"BLR","Minsk",2001,1120,241,91800,0,0,0,0,0
3,"BLR","Minsk",2002,1167,254,94052.2881355932,0,0,0,0,0
3,"BLR","Minsk",2003,814,250,62271,0,0,0,0,0
3,"BLR","Minsk",2004,1223,252,97050.9677419355,0,0,0,0,0
3,"BLR","Minsk",2005,1156,183,92171.7333333333,0,0,0,0,0
3,"BLR","Minsk",2006,1264,256,113031,0,0,0,0,0
3,"BLR","Minsk",2007,1417,540,117424.142857143,0,0,0,0,0
3,"BLR","Minsk",2008,1427,425,126419.227272727,0,0,0,0,0
3,"BLR","Minsk",2009,1412,387,125407,0,0,0,0,0
3,"BLR","Minsk",2010,1501,551,134477,0,0,0,0,0
3,"BLR","Minsk",2011,1711,449,172416,0,0,0,0,0
3,"BLR","Minsk",2012,2011,788,178652,0,0,0,0,0
3,"BLR","Minsk",2013,2510,1060,251000,0,0,0,0,0
3,"BLR","Minsk",2014,2600,1900,326400,0,0,0,0,0
7,"BOL","La Paz",1972,NA,NA,16408.1764705882,1,0,0,0,0
7,"BOL","La Paz",1973,NA,NA,34866.3333333333,0,0,0,0,0
7,"BOL","La Paz",1974,NA,NA,31236.3076923077,0,0,0,0,0
7,"BOL","La Paz",1975,NA,NA,34926.5454545455,0,0,0,0,0
7,"BOL","La Paz",1976,NA,NA,39213.5384615385,0,0,0,0,0
7,"BOL","La Paz",1977,NA,NA,72967.5,0,0,0,0,0
7,"BOL","La Paz",1978,NA,NA,49932.3888888889,0,0,0,0,0
7,"BOL","La Paz",1979,NA,NA,52371.6666666667,0,0,0,0,0
7,"BOL","La Paz",1980,NA,NA,46265.8823529412,0,0,0,0,0
7,"BOL","La Paz",1981,NA,NA,47010.8571428571,0,0,0,0,0
7,"BOL","La Paz",1982,NA,NA,50884.9230769231,0,0,0,0,0
