"region","country_iso3","city","year","registrations","exams","units_sold","jr_case1","jr_case2","jr_case3","jr_case4","jr_case5"
7,"COL","Bogota",1995,1758,43,NA,0,0,0,0,0
7,"COL","Bogota",1996,1833,17,NA,0,0,0,0,0
7,"COL","Bogota",1997,1156,48,118524,0,0,0,0,0
7,"COL","Bogota",1998,1677,32,140264.868421053,0,0,0,0,0
7,"COL","Bogota",1999,1827,51,145869.340909091,0,0,0,0,0
7,"COL","Bogota",2000,2261,65,180936.880503145,0,0,0,0,0
7,"COL","Bogota",2001,2143,75,175030.972972973,0,0,0,0,0
7,"COL","Bogota",2002,2002,99,170898,0,0,0,0,0
7,"COL","Bogota",2003,1635,160,143802.877358491,0,0,0,0,0
7,"COL","Bogota",2004,1617,55,141394.211538462,0,0,0,0,0
7,"COL","Bogota",2005,1755,207,162139.35483871,0,0,0,0,0
7,"COL","Bogota",2006,2342,146,132560,0,0,0,0,0
7,"COL","Bogota",2007,2231,394,141541.586826347,0,0,0,0,0
7,"COL","Bogota",2008,2194,573,144666.875,0,0,0,0,0
7,"COL","Bogota",2009,1400,650,97693,0,0,0,0,0
7,"COL","Bogota",2010,1633,612,119071,0,0,0,0,0
7,"COL","Bogota",2011,2059,750,168178,0,0,0,0,0
7,"COL","Bogota",2012,2029,826,143073,0,0,0,0,0
7,"COL","Bogota",2013,2130,1010,167600,0,0,0,0,0
7,"COL","Bogota",2014,2900,1500,189400,0,0,0,0,0
7,"COL","Medellin",1972,NA,NA,48742.4,0,0,0,0,0
7,"COL","Medellin",1973,NA,NA,141120.307692308,0,0,0,0,0
7,"COL","Medellin",1974,NA,NA,29325,0,0,0,0,0
7,"COL","Medellin",1975,NA,NA,26119.3333333333,0,0,0,0,0
7,"COL","Medellin",1976,NA,NA,27657.6666666667,0,0,0,0,0
7,"COL","Medellin",1977,NA,NA,37053.3333333333,0,0,0,0,0
7,"COL","Medellin",1978,NA,NA,29849.6,0,0,0,0,0
7,"COL","Medellin",1979,NA,NA,32165.4166666667,0,0,0,0,0
7,"COL","Medellin",1980,NA,NA,29976.6666666667,0,0,0,0,0
7,"COL","Medellin",1981,NA,NA,30117.8181818182,0,0,0,0,0
7,"COL","Medellin",1982,NA,NA,25064.8,0,0,0,0,0
7,"COL","Medellin",1983,NA,NA,21576.4,0,0,0,0,0
7,"COL","Medellin",1984,NA,NA,29357.1666666667,0,0,0,0,0
7,"COL","Medellin",1985,NA,NA,32588.2352941176,0,0,0,0,0
7,"COL","Medellin",1986,NA,16,36996.4615384615,0,0,0,0,0
7,"COL","Medellin",1987,NA,20,30464,0,0,0,0,0
7,"COL","Medellin",1988,NA,13,29895.2727272727,0,0,0,0,0
7,"COL","Medellin",1989,NA,6,29140.4285714286,0,0,0,0,0
7,"COL","Medellin",1990,420,18,NA,0,0,0,0,0
7,"COL","Medellin",1991,442,18,NA,0,0,0,0,0
7,"COL","Medellin",1992,452,8,NA,0,0,0,0,0
7,"COL","Medellin",1993,466,20,NA,0,0,0,0,0
4,"CRI","San Jose",1989,NA,16,15820,0,0,0,0,0
4,"CRI","San Jose",1990,1170,52,NA,0,0,0,0,0
4,"CRI","San Jose",1991,990,53,NA,0,0,0,0,0
4,"CRI","San Jose",1992,1341,129,NA,0,0,0,0,0
4,"CRI","San Jose",1993,1176,52,NA,0,0,0,0,0
4,"CRI","San Jose",1994,1203,17,NA,0,0,0,0,0
4,"CRI","San Jose",1995,1113,21,NA,0,0,0,0,0
4,"CRI","San Jose",1996,1113,25,NA,0,0,0,0,0
4,"CRI","San Jose",1997,1299,12,64846.08,0,0,0,0,0
4,"CRI","San Jose",1998,1148,37,58548,0,0,0,0,0
4,"CRI","San Jose",1999,1172,23,60944,0,0,0,0,0
10,"CYP","Nicosia",1972,NA,NA,55977,0,0,0,0,0
10,"CYP","Nicosia",1973,NA,NA,52897.75,0,0,0,0,0
10,"CYP","Nicosia",1974,NA,NA,5936,0,0,0,0,0
10,"CYP","Nicosia",1975,NA,NA,24120,0,0,0,0,0
10,"CYP","Nicosia",1976,NA,NA,20384,0,0,0,0,0
10,"CYP","Nicosia",1977,NA,NA,23823.5,0,0,0,0,0
10,"CYP","Nicosia",1978,NA,NA,31248,0,0,0,0,0
10,"CYP","Nicosia",1979,NA,NA,40050,0,0,0,0,0
10,"CYP","Nicosia",1980,NA,NA,52583.5294117647,0,0,0,0,0
10,"CYP","Nicosia",1981,NA,NA,52374,0,0,0,0,0
10,"CYP","Nicosia",1982,NA,NA,62694,0,0,0,0,0
10,"CYP","Nicosia",1983,NA,NA,54354.8666666667,0,0,0,0,0
10,"CYP","Nicosia",1984,NA,NA,71676,0,0,0,0,0
10,"CYP","Nicosia",1985,NA,NA,62703.1578947368,0,0,0,0,0
10,"CYP","Nicosia",1986,NA,79,66873.6,0,0,0,0,0
10,"CYP","Nicosia",1987,NA,126,67852.8,0,0,0,0,0
10,"CYP","Nicosia",1988,NA,73,60088.7272727273,0,0,0,0,0
10,"CYP","Nicosia",1989,NA,51,60350.5,0,0,0,0,0
10,"CYP","Nicosia",1990,375,86,NA,0,0,0,0,0
10,"CYP","Nicosia",1991,390,108,NA,0,0,0,0,0
10,"CYP","Nicosia",1992,365,97,NA,0,0,0,0,0
10,"CYP","Nicosia",1993,341,129,NA,0,0,0,0,0
10,"CYP","Nicosia",1994,298,119,NA,0,0,0,0,0
10,"CYP","Nicosia",1995,316,1,NA,0,0,0,0,0
10,"CYP","Nicosia",1996,311,NA,NA,0,0,0,0,0
10,"CYP","Nicosia",1997,323,95,45363.5555555556,0,0,0,0,0
10,"CYP","Nicosia",1998,243,90,31856.5161290323,0,0,0,0,0
10,"CYP","Nicosia",1999,379,95,43155.4666666667,0,0,0,0,0
10,"CYP","Nicosia",2011,298,NA,38399,0,0,0,0,0
10,"CYP","Nicosia",2012,395,410,48510,0,0,0,0,0
10,"CYP","Nicosia",2013,660,630,50100,0,0,0,0,0
10,"CYP","Nicosia",2014,500,800,44600,0,0,0,0,0
1,"CZE","Prague",1993,234,30,NA,0,0,0,0,0
1,"CZE","Prague",1994,464,93,NA,0,0,0,0,0
1,"CZE","Prague",1995,706,84,NA,0,0,0,0,0
1,"CZE","Prague",1996,816,45,NA,0,0,0,0,0
1,"CZE","Prague",1997,1200,196,98230.4347826087,0,0,0,0,0
1,"CZE","Prague",1998,1692,393,115089.84,0,0,0,0,0
1,"CZE","Prague",1999,2098,313,139576.602272727,0,0,0,0,0
1,"CZE","Prague",2000,2395,521,159092.864583333,0,0,0,0,0
1,"CZE","Prague",2001,3251,519,224201.964,0,0,0,0,0
1,"CZE","Prague",2002,2014,593,138688.622754491,0,0,0,0,0
1,"CZE","Prague",2003,2035,814,130873.111111111,0,0,0,0,0
1,"CZE","Prague",2004,2208,678,144418.733668342,0,0,0,0,0
1,"CZE","Prague",2005,5503,398,366816.820652174,0,0,0,0,0
1,"CZE","Prague",2006,2128,733,109395,0,0,0,0,0
1,"CZE","Prague",2007,2179,1102,111538.253807107,0,0,0,0,0
1,"CZE","Prague",2008,2330,892,97182.0081967213,0,0,0,0,0
1,"CZE","Prague",2009,2428,734,92678,0,0,0,0,0
1,"CZE","Prague",2010,2697,709,108059,0,0,0,0,0
1,"CZE","Prague",2011,2419,663,114061,0,0,0,0,0
1,"CZE","Prague",2012,2652,684,125535,0,0,0,0,0
1,"CZE","Prague",2013,2610,840,114600,0,0,0,0,0
1,"CZE","Prague",2014,2600,1100,125700,0,0,0,0,0
6,"DNK","Aarhus",1989,NA,NA,120,0,0,0,0,0
6,"DNK","Aarhus",1990,48,3,NA,0,0,0,0,0
6,"DNK","Aarhus",1991,34,14,NA,0,0,0,0,0
6,"DNK","Aarhus",1992,28,17,NA,0,0,0,0,0
6,"DNK","Aarhus",1994,NA,26,NA,0,0,0,0,0
6,"DNK","Aarhus",1995,NA,32,NA,0,0,0,0,0
6,"DNK","Copenhagen",1972,NA,NA,6492.5,0,0,0,0,0
6,"DNK","Copenhagen",1973,NA,NA,6035.55555555556,0,0,0,0,0
6,"DNK","Copenhagen",1974,NA,NA,4394.375,0,0,0,0,0
6,"DNK","Copenhagen",1975,NA,NA,3821.71428571429,0,0,0,0,0
6,"DNK","Copenhagen",1976,NA,NA,2977.33333333333,0,0,0,0,0
6,"DNK","Copenhagen",1977,NA,NA,2631.6,0,0,0,0,0
6,"DNK","Copenhagen",1978,NA,NA,1680,0,0,0,0,0
6,"DNK","Copenhagen",1979,NA,NA,1180.66666666667,0,0,0,0,0
6,"DNK","Copenhagen",1980,NA,NA,2420.5,0,0,0,0,0
6,"DNK","Copenhagen",1981,NA,NA,1968,0,0,0,0,0
6,"DNK","Copenhagen",1982,NA,NA,744,0,0,0,0,0
6,"DNK","Copenhagen",1983,NA,NA,3366,0,0,0,0,0
6,"DNK","Copenhagen",1984,NA,NA,2728,0,0,0,0,0
6,"DNK","Copenhagen",1985,NA,NA,1512,0,0,0,0,0
6,"DNK","Copenhagen",1986,NA,7,1248,0,0,0,0,0
6,"DNK","Copenhagen",1987,NA,4,1040,0,0,0,0,0
6,"DNK","Copenhagen",1988,NA,5,693,0,0,0,0,0
6,"DNK","Copenhagen",1989,NA,1,840,0,0,0,0,0
6,"DNK","Copenhagen",1990,58,5,NA,0,0,0,0,0
6,"DNK","Copenhagen",1991,17,5,NA,0,0,0,0,0
6,"DNK","Copenhagen",1992,NA,26,NA,0,0,0,0,0
6,"DNK","Copenhagen",1993,NA,41,NA,0,0,0,0,0
6,"DNK","Copenhagen",1994,NA,36,NA,0,0,0,0,0
6,"DNK","Copenhagen",1995,NA,25,NA,0,0,0,0,0
6,"DNK","Copenhagen",1996,NA,32,NA,0,0,0,0,0
6,"DNK","Copenhagen",1998,NA,61,NA,0,0,0,0,0
6,"DNK","Copenhagen",1999,NA,36,NA,0,0,0,0,0
6,"DNK","Copenhagen",2000,NA,26,NA,0,0,0,0,0
6,"DNK","Copenhagen",2001,NA,18,NA,0,0,0,0,0
6,"DNK","Copenhagen",2002,NA,17,NA,0,0,0,0,0
6,"DNK","Copenhagen",2003,NA,26,NA,0,0,0,0,0
6,"DNK","Copenhagen",2004,NA,28,NA,0,0,0,0,0
6,"DNK","Copenhagen",2005,NA,28,NA,0,0,0,0,0
6,"DNK","Copenhagen",2007,NA,31,NA,0,0,0,0,0
6,"DNK","Copenhagen",2008,NA,32,NA,0,0,0,0,0
6,"DNK","Copenhagen",2011,NA,51,NA,0,0,0,0,0
6,"DNK","Copenhagen",2012,NA,90,NA,0,0,0,0,0
6,"DNK","Copenhagen",2013,NA,140,NA,0,0,0,0,0
6,"DNK","Copenhagen",2014,NA,400,NA,0,0,0,0,0
5,"DZA","Algiers",1972,NA,NA,61588.4444444444,0,0,0,0,0
5,"DZA","Algiers",1973,NA,NA,129183.166666667,0,0,0,0,0
5,"DZA","Algiers",1974,NA,NA,120927.40625,0,0,0,0,0
5,"DZA","Algiers",1975,NA,NA,89343.7741935484,0,0,0,0,0
5,"DZA","Algiers",1976,NA,NA,105378.838709677,0,0,0,0,0
5,"DZA","Algiers",1977,NA,NA,104559.151515152,0,0,0,0,0
5,"DZA","Algiers",1978,NA,NA,100688.466666667,0,0,0,0,0
5,"DZA","Algiers",1979,NA,NA,106660.125,0,0,0,0,0
5,"DZA","Algiers",1980,NA,NA,94014.1714285714,0,0,0,0,0
5,"DZA","Algiers",1981,NA,NA,93780,0,0,0,0,0
5,"DZA","Algiers",1982,NA,NA,99761.6666666667,0,0,0,0,0
5,"DZA","Algiers",1983,NA,NA,81311.8846153846,0,0,0,0,0
5,"DZA","Algiers",1984,NA,NA,133076.296296296,0,0,0,0,0
5,"DZA","Algiers",1985,NA,NA,84026.25,0,0,0,0,0
5,"DZA","Algiers",1986,NA,53,87325,0,0,0,0,0
5,"DZA","Algiers",1987,NA,68,96511.0714285714,0,0,0,0,0
5,"DZA","Algiers",1988,NA,71,101200,0,0,0,0,0
5,"DZA","Algiers",1989,NA,20,93297.7777777778,0,0,0,0,0
5,"DZA","Algiers",1990,1269,53,NA,0,0,0,0,0
5,"DZA","Algiers",1991,1965,68,NA,0,0,0,0,0
5,"DZA","Algiers",1992,1224,83,NA,0,0,0,0,0
5,"DZA","Algiers",1993,862,59,NA,0,0,0,0,0
5,"DZA","Algiers",2005,442,NA,28130.1428571429,0,0,0,0,0
5,"DZA","Algiers",2006,648,14,37215,0,0,0,0,0
5,"DZA","Algiers",2007,760,66,43049.4915254237,0,0,0,0,0
5,"DZA","Algiers",2008,1035,546,44295.2027027027,0,0,0,0,0
5,"DZA","Algiers",2009,1035,63,44295,0,0,0,0,0
5,"DZA","Algiers",2010,134,584,742,0,0,0,0,0
5,"DZA","Algiers",2011,120,544,9000,0,0,0,0,0
5,"DZA","Algiers",2012,NA,515,NA,0,0,0,0,0
5,"DZA","Algiers",2013,500,740,28900,0,0,0,0,0
5,"DZA","Algiers",2014,1400,800,64400,0,0,0,0,0
5,"EGY","Alexandria",1972,NA,NA,73823.7647058824,0,0,0,0,0
5,"EGY","Alexandria",1973,NA,NA,110644.745762712,0,0,0,0,0
5,"EGY","Alexandria",1974,NA,NA,169997.534482759,0,0,0,0,0
5,"EGY","Alexandria",1975,NA,NA,136200.390243902,0,0,0,0,0
5,"EGY","Alexandria",1976,NA,NA,71782,0,0,0,0,0
5,"EGY","Alexandria",1977,NA,NA,92666.8571428571,0,0,0,0,0
5,"EGY","Alexandria",1978,NA,NA,117716.326530612,0,0,0,0,0
5,"EGY","Alexandria",1979,NA,NA,119776.105263158,0,0,0,0,0
5,"EGY","Alexandria",1980,NA,NA,118252.210526316,0,0,0,0,0
5,"EGY","Alexandria",1981,NA,NA,92487.1428571429,0,0,0,0,0
5,"EGY","Alexandria",1982,NA,NA,78124.4444444445,0,0,0,0,0
5,"EGY","Alexandria",1983,NA,NA,67297.5714285714,0,0,0,0,0
5,"EGY","Alexandria",1984,NA,NA,57054,0,0,0,0,0
5,"EGY","Alexandria",1985,NA,NA,39067.619047619,0,0,0,0,0
5,"EGY","Alexandria",1986,NA,66,72421.3636363636,0,0,0,0,0
5,"EGY","Alexandria",1987,NA,42,74318.1818181818,0,0,0,0,0
5,"EGY","Alexandria",1988,NA,42,118461.24137931,0,0,0,0,0
5,"EGY","Alexandria",1989,NA,33,104546.148148148,0,0,0,0,0
5,"EGY","Alexandria",1990,1014,63,NA,0,0,0,0,0
5,"EGY","Alexandria",1991,940,57,NA,0,0,0,0,0
5,"EGY","Alexandria",1992,990,58,NA,0,0,0,0,0
5,"EGY","Alexandria",1993,802,54,NA,0,0,0,0,0
5,"EGY","Alexandria",2008,2091,209,115697.193103448,0,0,0,0,0
5,"EGY","Alexandria",2009,2195,213,126512,0,0,0,0,0
5,"EGY","Alexandria",2010,2154,201,128744,0,0,0,0,0
5,"EGY","Alexandria",2011,2263,326,142759,0,0,0,0,0
5,"EGY","Alexandria",2012,2407,573,142458,0,0,0,0,0
5,"EGY","Alexandria",2013,2370,1070,136500,0,0,0,0,0
5,"EGY","Alexandria",2014,2000,1200,147900,0,0,0,0,0
5,"EGY","Cairo",1972,NA,NA,207799.728813559,0,0,0,0,0
5,"EGY","Cairo",1973,NA,NA,158080,0,0,0,0,0
5,"EGY","Cairo",1974,NA,NA,207390.790697674,0,0,0,0,0
5,"EGY","Cairo",1975,NA,NA,221915.533980583,0,0,0,0,0
5,"EGY","Cairo",1976,NA,NA,250953.580246914,0,0,0,0,0
5,"EGY","Cairo",1977,NA,NA,238301.26984127,0,0,0,0,0
5,"EGY","Cairo",1978,NA,NA,335109.054054054,0,0,0,0,0
5,"EGY","Cairo",1979,NA,NA,362927.142857143,0,0,0,0,0
5,"EGY","Cairo",1980,NA,NA,315191.943925234,0,0,0,0,0
5,"EGY","Cairo",1981,NA,NA,352262.88,0,0,0,0,0
5,"EGY","Cairo",1982,NA,NA,403345.796875,0,0,0,0,0
5,"EGY","Cairo",1983,NA,NA,360472.960629921,0,0,0,0,0
5,"EGY","Cairo",1984,NA,NA,319562.318584071,0,0,0,0,0
5,"EGY","Cairo",1985,NA,NA,357895.811965812,0,0,0,0,0
5,"EGY","Cairo",1986,NA,235,327112.5,0,0,0,0,0
5,"EGY","Cairo",1987,NA,209,346763.992248062,0,0,0,0,0
5,"EGY","Cairo",1988,NA,274,332246.024,0,0,0,0,0
5,"EGY","Cairo",1989,NA,150,326288.952,0,0,0,0,0
5,"EGY","Cairo",1990,4104,190,NA,0,0,0,0,0
5,"EGY","Cairo",1991,2142,163,NA,0,0,0,0,0
5,"EGY","Cairo",1992,2404,239,NA,0,0,0,0,0
5,"EGY","Cairo",1993,2844,301,NA,0,0,0,0,0
5,"EGY","Cairo",1994,2826,207,NA,0,0,0,0,1
5,"EGY","Cairo",1995,3028,124,NA,0,0,0,0,1
5,"EGY","Cairo",1996,2744,103,NA,0,0,0,0,1
5,"EGY","Cairo",1997,4293,115,266281.137931034,0,0,0,0,1
5,"EGY","Cairo",1998,4905,167,287925.151515152,0,0,0,0,1
5,"EGY","Cairo",1999,4572,145,267275.733333333,0,0,0,0,1
5,"EGY","Cairo",2000,5292,112,327115.936708861,0,0,0,0,1
5,"EGY","Cairo",2001,5075,129,325560.423452769,0,0,0,0,1
5,"EGY","Cairo",2002,5300,139,332943.73088685,0,0,0,0,1
5,"EGY","Cairo",2003,5819,173,361745.005830904,0,0,0,0,1
5,"EGY","Cairo",2004,5829,171,384190.234782609,0,0,0,0,1
5,"EGY","Cairo",2005,5810,145,365965.444444444,0,0,0,0,1
5,"EGY","Cairo",2006,6065,205,379839,0,0,0,0,1
5,"EGY","Cairo",2007,6323,478,357849.374358974,0,0,0,0,1
5,"EGY","Cairo",2008,4470,650,255787.153846154,0,0,0,0,0
5,"EGY","Cairo",2009,4349,1286,296044,0,0,0,0,0
5,"EGY","Cairo",2010,5301,967,349422,0,0,0,0,0
5,"EGY","Cairo",2011,5320,1179,394396,0,0,0,0,0
5,"EGY","Cairo",2012,5359,1936,354154,0,0,0,0,0
5,"EGY","Cairo",2013,4740,2560,339500,0,0,0,0,0
5,"EGY","Cairo",2014,4400,4400,328800,0,0,0,0,0
12,"ESP","Barcelona",1972,NA,NA,202551.304347826,0,0,1,0,0
12,"ESP","Barcelona",1973,NA,NA,197739.243243243,0,0,1,0,0
12,"ESP","Barcelona",1974,NA,NA,173163.123287671,0,0,1,0,0
12,"ESP","Barcelona",1975,NA,NA,193379.2,0,0,1,0,0
12,"ESP","Barcelona",1976,NA,NA,183048.328767123,0,0,1,0,0
12,"ESP","Barcelona",1977,NA,NA,178698.805194805,0,0,1,0,0
12,"ESP","Barcelona",1978,NA,NA,160861.015384615,0,0,0,0,0
12,"ESP","Barcelona",1979,NA,NA,162329.787878788,0,0,0,0,0
12,"ESP","Barcelona",1980,NA,NA,171277.935483871,0,0,0,0,0
12,"ESP","Barcelona",1981,NA,NA,187066.666666667,0,0,0,0,0
12,"ESP","Barcelona",1982,NA,NA,165375.288461538,0,0,0,0,0
12,"ESP","Barcelona",1983,NA,NA,174979.862068966,0,0,0,0,0
12,"ESP","Barcelona",1984,NA,NA,199453.538461538,0,0,0,0,0
12,"ESP","Barcelona",1985,NA,NA,223192.666666667,0,0,0,0,0
12,"ESP","Barcelona",1986,NA,178,243960.685714286,0,0,0,0,0
12,"ESP","Barcelona",1987,NA,250,249462.222222222,0,0,0,0,0
12,"ESP","Barcelona",1988,NA,235,250266.947368421,0,0,0,0,0
12,"ESP","Barcelona",1989,NA,196,258163.084337349,0,0,0,0,0
12,"ESP","Barcelona",1990,2996,276,NA,0,0,0,0,0
12,"ESP","Barcelona",1991,3158,515,NA,0,0,0,0,0
12,"ESP","Barcelona",1992,3082,524,NA,0,0,0,0,0
12,"ESP","Barcelona",1993,3224,420,NA,0,0,0,0,0
12,"ESP","Barcelona",1994,3066,387,NA,0,0,0,0,0
12,"ESP","Barcelona",1995,3300,389,NA,0,0,0,0,0
12,"ESP","Barcelona",1996,3556,538,NA,0,0,0,0,0
12,"ESP","Barcelona",1997,3612,439,286461.7,0,0,0,0,0
12,"ESP","Barcelona",1998,3472,405,268331.724137931,0,0,0,0,0
12,"ESP","Barcelona",1999,3256,443,238087.859649123,0,0,0,0,0
12,"ESP","Barcelona",2000,3236,530,231262.413793103,0,0,0,0,0
12,"ESP","Barcelona",2001,2965,596,212648.691588785,0,0,0,0,0
12,"ESP","Barcelona",2002,2614,498,172974.689655172,0,0,0,0,0
12,"ESP","Barcelona",2003,2514,556,169846.445783133,0,0,0,0,0
12,"ESP","Barcelona",2004,2376,671,156903.460122699,0,0,0,0,0
12,"ESP","Barcelona",2005,2065,761,135893.410596026,0,0,0,0,0
12,"ESP","Barcelona",2006,2153,716,123844,0,0,0,0,0
12,"ESP","Barcelona",2007,1851,1035,121447.701492537,0,0,0,0,0
12,"ESP","Barcelona",2008,1663,523,91486.0506329114,0,0,0,0,0
12,"ESP","Barcelona",2009,1746,321,90144,0,0,0,0,0
12,"ESP","Barcelona",2010,1975,532,136459,0,0,0,0,0
12,"ESP","Barcelona",2011,2628,624,197859,0,0,0,0,0
12,"ESP","Barcelona",2012,2947,759,206461,0,0,0,0,0
12,"ESP","Barcelona",2013,2880,1040,185100,0,0,0,0,0
12,"ESP","Barcelona",2014,3800,1500,179400,0,0,0,0,0
12,"ESP","Bilbao",1972,NA,NA,29131.8181818182,1,0,0,0,0
12,"ESP","Bilbao",1973,NA,NA,15200,0,0,0,0,0
12,"ESP","Bilbao",1974,NA,NA,14400,0,0,0,0,0
12,"ESP","Bilbao",1975,NA,NA,14400,0,0,0,0,0
12,"ESP","Madrid",1972,NA,NA,185258.019230769,1,0,0,0,0
12,"ESP","Madrid",1973,NA,NA,192321.096774194,1,0,0,0,0
12,"ESP","Madrid",1974,NA,NA,206064.409090909,1,0,0,0,0
12,"ESP","Madrid",1975,NA,NA,198579.728070175,1,0,0,0,0
12,"ESP","Madrid",1976,NA,NA,217399.923664122,1,0,0,0,1
12,"ESP","Madrid",1978,NA,NA,253900.217391304,1,0,0,0,0
12,"ESP","Madrid",1979,NA,NA,243659.729166667,1,0,0,0,0
12,"ESP","Madrid",1980,NA,NA,275387.118644068,1,0,0,0,0
12,"ESP","Madrid",1981,NA,NA,285671.756906077,1,0,0,0,0
12,"ESP","Madrid",1982,NA,NA,333655.116022099,1,0,0,0,0
12,"ESP","Madrid",1983,NA,NA,385656.333333333,1,0,0,0,0
12,"ESP","Madrid",1984,NA,NA,354846.588957055,1,0,0,0,0
12,"ESP","Madrid",1985,NA,NA,348128.364705882,1,0,0,0,0
12,"ESP","Madrid",1986,NA,328,370528.066298343,1,0,0,0,0
12,"ESP","Madrid",1987,NA,418,400077.186602871,1,0,0,0,0
12,"ESP","Madrid",1988,NA,489,314770.961538462,1,0,0,0,0
12,"ESP","Madrid",1989,NA,297,363527.813559322,1,0,0,0,0
12,"ESP","Madrid",1990,8824,451,NA,1,0,0,0,0
12,"ESP","Madrid",1991,7838,863,NA,1,0,0,0,0
12,"ESP","Madrid",1992,3115,453,NA,1,0,0,0,0
12,"ESP","Madrid",1993,2910,528,NA,1,0,0,0,0
12,"ESP","Madrid",1994,5188,404,NA,1,0,0,0,0
12,"ESP","Madrid",1995,2404,424,NA,1,0,0,0,0
12,"ESP","Madrid",1996,5476,622,NA,1,0,0,0,0
12,"ESP","Madrid",1997,5980,854,306917.397959184,1,0,0,0,0
12,"ESP","Madrid",1998,5204,800,262889.707865169,1,0,0,0,0
12,"ESP","Madrid",1999,5004,719,268839.159763314,1,0,0,0,0
12,"ESP","Madrid",2000,4826,641,259754.13836478,1,0,0,0,0
12,"ESP","Madrid",2001,4390,585,229892.653061224,1,0,0,0,0
12,"ESP","Madrid",2002,4315,624,230494.13559322,1,0,0,0,0
12,"ESP","Madrid",2003,5177,600,279920.808625337,1,0,0,0,0
12,"ESP","Madrid",2004,4867,434,263652.342857143,1,0,0,0,0
12,"ESP","Madrid",2005,4523,476,241538.032608696,1,0,0,0,0
12,"ESP","Madrid",2006,4628,388,235994,1,0,0,0,0
12,"ESP","Madrid",2007,4412,630,228148.381962865,1,0,0,0,0
12,"ESP","Madrid",2008,4264,780,192443.169811321,1,0,0,0,0
12,"ESP","Madrid",2009,4271,1370,216745,1,0,0,0,0
12,"ESP","Madrid",2010,4594,1256,229794,1,0,0,0,0
12,"ESP","Madrid",2011,6350,1550,257248,1,0,0,0,0
12,"ESP","Madrid",2012,7389,1580,335924,1,0,0,0,0
12,"ESP","Madrid",2013,6700,1850,321600,1,0,0,0,0
12,"ESP","Madrid",2014,5200,3900,266400,1,0,0,0,0
12,"ESP","Valencia",1972,NA,NA,29067.3333333333,0,0,0,0,0
12,"ESP","Valencia",1973,NA,NA,163355.368421053,0,0,0,0,0
12,"ESP","Valencia",1974,NA,NA,30426.6666666667,0,0,0,0,0
12,"ESP","Valencia",1975,NA,NA,30515,0,0,0,0,0
12,"ESP","Zaragoza",1978,NA,NA,8039.11111111111,0,0,0,0,0
12,"ESP","Zaragoza",1979,NA,NA,8004.57142857143,0,0,0,0,0
11,"ETH","Addis Ababa",1972,NA,NA,26931,0,0,0,0,0
11,"ETH","Addis Ababa",1973,NA,NA,16311.5,0,0,0,0,0
11,"ETH","Addis Ababa",1974,NA,NA,13453.2,0,0,0,0,0
11,"ETH","Addis Ababa",1975,NA,NA,18468.5714285714,0,0,0,0,0
11,"ETH","Addis Ababa",1976,NA,NA,21522.2222222222,0,0,0,0,0
11,"ETH","Addis Ababa",1977,NA,NA,19395,0,0,0,0,0
11,"ETH","Addis Ababa",1978,NA,NA,9412.8,0,0,0,0,0
11,"ETH","Addis Ababa",1979,NA,NA,25652,0,0,0,0,0
11,"ETH","Addis Ababa",1980,NA,NA,15729.3333333333,0,0,0,0,0
11,"ETH","Addis Ababa",1981,NA,NA,23142.4,0,0,0,0,0
11,"ETH","Addis Ababa",1982,NA,NA,24560,0,0,0,0,0
11,"ETH","Addis Ababa",1983,NA,NA,19964,0,0,0,0,0
11,"ETH","Addis Ababa",1984,NA,NA,20207,0,0,0,0,0
11,"ETH","Addis Ababa",1985,NA,NA,23360,0,0,0,0,0
11,"ETH","Addis Ababa",1986,NA,17,35688.9230769231,0,0,0,0,0
11,"ETH","Addis Ababa",1987,NA,26,33910.1538461538,0,0,0,0,0
11,"ETH","Addis Ababa",1988,NA,18,41713.1428571429,0,0,0,0,0
11,"ETH","Addis Ababa",1989,NA,NA,38011.0909090909,0,0,0,0,0
11,"ETH","Addis Ababa",1990,789,14,NA,0,0,0,0,0
11,"ETH","Addis Ababa",1991,768,14,NA,0,0,0,0,0
11,"ETH","Addis Ababa",1992,615,18,NA,0,0,0,0,0
11,"ETH","Addis Ababa",1993,420,10,NA,0,0,0,0,0
11,"ETH","Addis Ababa",1994,543,18,NA,0,0,0,0,0
11,"ETH","Addis Ababa",1995,567,12,NA,0,0,0,0,0
11,"ETH","Addis Ababa",1996,651,12,NA,0,0,0,0,0
11,"ETH","Addis Ababa",1997,594,44,41877,0,0,0,0,0
11,"ETH","Addis Ababa",1998,666,8,41170.9090909091,0,0,0,0,0
11,"ETH","Addis Ababa",1999,654,36,46333.3846153846,0,0,0,0,0
11,"ETH","Addis Ababa",2000,508,17,29260.8,0,0,0,0,0
11,"ETH","Addis Ababa",2001,531,12,30208,0,0,0,0,0
11,"ETH","Addis Ababa",2002,592,NA,31257.6,0,0,0,0,0
11,"ETH","Addis Ababa",2003,514,5,29209.3793103448,0,0,0,0,0
11,"ETH","Addis Ababa",2004,344,5,26488,0,0,0,0,0
11,"ETH","Addis Ababa",2005,511,6,59210.064516129,0,0,0,0,0
11,"ETH","Addis Ababa",2006,456,8,38164,0,0,0,0,0
11,"ETH","Addis Ababa",2007,719,NA,55743.6470588235,0,0,0,0,0
