"region","country_iso3","city","year","status_institute","language","subsidiaries_in","main_institute_in","open1","close1","open2","close2","open3","close3","open_before_1965"
1,"POL","Krakow",2012,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Prague",1975,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1968,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",2002,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"CSHH","Prague",1991,3,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",2004,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"SVK","Bratislava",1998,3,2,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"CSHH","Prague",1986,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",2001,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1988,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1972,0,0,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"CZE","Prague",2008,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Prague",1977,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1996,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",1997,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Krakow",2005,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",2013,3,2,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"CZE","Prague",2007,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1983,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",2008,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",1997,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",2000,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",1998,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",1990,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",1995,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1984,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1966,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"CSHH","Prague",1974,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1974,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1994,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1986,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",2008,3,2,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1966,0,0,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1990,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",2008,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SUHH","Rio de Janeiro",1984,0,0,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1979,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1965,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"SUHH","Rio de Janeiro",1978,0,0,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",2007,3,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"LVA","Rio de Janeiro",1999,3,2,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1977,0,0,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1968,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1987,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1974,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",2013,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",1995,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1973,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SUHH","Rio de Janeiro",1983,0,0,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"LVA","Rio de Janeiro",2014,3,2,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1988,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",1992,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1968,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1993,3,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1965,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1999,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1976,0,0,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",2000,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1974,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"SUHH","Rio de Janeiro",1969,0,0,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",2003,3,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1972,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Prague",1978,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1981,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1967,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",2001,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"LVA","Rio de Janeiro",2009,3,2,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",2004,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",2004,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1980,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1983,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"CZE","Prague",2012,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",2010,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",2005,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",2014,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1988,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1970,0,0,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"SVK","Bratislava",2003,3,2,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1975,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SVK","Bratislava",2014,3,2,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1986,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1969,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1993,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",1993,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1973,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",2007,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",2012,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",2002,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1988,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",1993,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1984,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1985,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"LVA","Rio de Janeiro",2003,3,2,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1986,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",2014,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",2012,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",1998,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1965,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1978,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",1991,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",1994,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"LVA","Rio de Janeiro",1997,3,2,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",2010,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1981,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",2009,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Krakow",2008,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",2012,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1983,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1968,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",1991,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1982,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1984,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1989,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1990,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1978,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"SUHH","Rio de Janeiro",1986,0,0,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"CZE","Prague",2006,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"LVA","Rio de Janeiro",2005,3,2,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1970,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1984,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"CZE","Prague",2003,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1990,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"SUHH","Rio de Janeiro",1985,0,0,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"SUHH","Rio de Janeiro",1974,0,0,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1974,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CZE","Prague",2014,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"LVA","Rio de Janeiro",1994,3,2,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1972,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",2009,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1967,0,0,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",2013,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1974,0,0,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",2004,3,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1978,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1971,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Krakow",2009,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",2010,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",2006,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CZE","Prague",1994,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SUHH","Rio de Janeiro",1990,0,0,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1969,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",1999,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Krakow",2007,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Krakow",2000,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",2001,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1985,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1989,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1981,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SVK","Bratislava",2006,3,2,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1999,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1978,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Prague",1970,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Krakow",2011,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"LVA","Rio de Janeiro",2004,3,2,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1971,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1976,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1968,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",2007,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1991,3,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"SUHH","Rio de Janeiro",1987,0,0,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"LVA","Rio de Janeiro",2006,3,2,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1980,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1972,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1988,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",2007,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1977,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1976,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"CZE","Prague",1993,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1985,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1965,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1978,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"LVA","Rio de Janeiro",2000,3,2,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1971,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"LVA","Rio de Janeiro",2002,3,2,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1981,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"SUHH","Rio de Janeiro",1976,0,0,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"CZE","Prague",2001,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SVK","Bratislava",1997,3,2,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1992,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1977,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"SUHH","Rio de Janeiro",1982,0,0,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",2002,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",2011,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",2013,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1992,3,2,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1996,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Prague",1979,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1979,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1975,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"POL","Krakow",2013,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SVK","Bratislava",2004,3,2,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",2003,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",2000,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1980,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1967,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"CZE","Prague",2005,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1984,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1984,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1970,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",1992,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1987,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Prague",1971,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1970,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1998,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"CZE","Prague",2004,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1974,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",2010,3,2,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1991,3,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1982,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",1996,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",2002,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",2000,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",2003,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1983,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"SUHH","Rio de Janeiro",1989,0,0,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1989,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",1999,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1989,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1970,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"SUHH","Rio de Janeiro",1965,0,0,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1988,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"CZE","Prague",1999,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1981,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",2014,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SVK","Bratislava",2012,3,2,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"CSHH","Prague",1984,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1995,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"LVA","Rio de Janeiro",2001,3,2,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1987,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"CZE","Prague",1995,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",1996,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1971,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1969,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"SVK","Bratislava",2007,3,2,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",1999,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1989,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",2011,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1967,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SVK","Bratislava",2011,3,2,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1988,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1978,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1997,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Krakow",2004,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1973,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",2005,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Prague",1976,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"LVA","Rio de Janeiro",1998,3,2,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1991,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1990,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",2003,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"CSHH","Prague",1966,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1973,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1971,0,0,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",2000,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",2005,3,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"EST","Tallinn",2014,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1977,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"CSHH","Prague",1985,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1982,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1987,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CSHH","Prague",1965,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"LVA","Rio de Janeiro",2013,3,2,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"SVK","Bratislava",2000,3,2,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1991,3,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1986,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1985,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1986,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SVK","Bratislava",1994,3,2,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",2009,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"SUHH","Rio de Janeiro",1970,0,0,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1983,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1977,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1969,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"CZE","Prague",2009,3,2,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1973,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",2010,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",2006,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",2009,3,2,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"SUHH","Tallinn",1974,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"YUCS","Ljubljana",1966,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1966,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",2006,3,2,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",1981,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"SUHH","Rio de Janeiro",1966,0,0,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1977,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"LVA","Rio de Janeiro",1996,3,2,NA,NA,1992,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1980,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",1994,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SVK","Bratislava",2009,3,2,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"HUN","Budapest",2011,3,2,NA,NA,1979,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1965,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Warsaw",1980,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SVK","Bratislava",1993,3,2,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1985,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"POL","Krakow",1982,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1971,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SUHH","Vilnius",1987,0,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"LTU","Vilnius",2006,3,0,NA,NA,1998,NA,NA,NA,NA,NA,0
1,"SVN","Ljubljana",1998,0,0,NA,NA,2003,NA,NA,NA,NA,NA,0
1,"CSHH","Bratislava",1972,0,0,NA,NA,1991,NA,NA,NA,NA,NA,0
1,"CSHH","Prague",1973,0,0,NA,NA,1990,NA,NA,NA,NA,NA,0
