"country_iso3","year","registrations"
"CAF",1991,0
"CAN",1991,295
"CHE",1991,1010
"CHL",1991,93
"CHN",1991,1335
"CIV",1991,40
"CMR",1991,110
"COD",1991,44
"COG",1991,11
"COL",1991,123
"COM",1991,0
"CONGO",1991,0
"CPV",1991,2
"CRI",1991,43
"CSHH",1991,213
"CSXX",1991,NA
"CUB",1991,14
"CYP",1991,75
"CZE",1991,NA
"DDDE",1991,NA
"DEU",1991,1860
"DJI",1991,0
"DMA",1991,0
"DNK",1991,91
"DOM",1991,17
"DZA",1991,34
"ECU",1991,48
"EGY",1991,235
"ERI",1991,NA
"ESP",1991,1136
"EST",1991,NA
"ETH",1991,70
"FIN",1991,192
"FJI",1991,0
"FRA",1991,1118
"GAB",1991,8
"GBR",1991,795
"GEO",1991,NA
"GHA",1991,97
"GIN",1991,12
"GMB",1991,2
"GNB",1991,2
"GNQ",1991,0
"GRC",1991,1131
"GRD",1991,0
"GTM",1991,34
"GUAYA",1991,33
"GUM",1991,0
"COMIS",1991,1044
"HKG",1991,79
"HND",1991,14
"HRV",1991,NA
"HTI",1991,5
"HUN",1991,407
"IDN",1991,247
"IND",1991,165
"IRL",1991,136
"IRN",1991,312
"IRQ",1991,70
"ISL",1991,88
"ISPAL",1991,132
"ISR",1991,0
"ITA",1991,1729
"JAM",1991,3
"JOR",1991,161
"JPN",1991,2540
"KAZ",1991,NA
"KEN",1991,63
"KGZ",1991,NA
"KHM",1991,0
"KNA",1991,0
"KOR",1991,701
"KWT",1991,16
"LAO",1991,0
"LBN",1991,41
"LBR",1991,6
"LBY",1991,112
"LCA",1991,0
"LIE",1991,0
"LKA",1991,18
"LSO",1991,0
"LTU",1991,NA
"LUX",1991,9
"LVA",1991,NA
"MAC",1991,4
"MAR",1991,98
"MCO",1991,0
"MDA",1991,NA
"MDG",1991,13
"MDV",1991,0
"MEX",1991,234
"MKD",1991,NA
"MLI",1991,10
"MLT",1991,12
"MMR",1991,9
"MNE",1991,NA
"MNG",1991,21
"MOZ",1991,9
"MRT",1991,7
"MSR",1991,0
"MTQ",1991,0
"MUS",1991,7
"MWI",1991,5
"MYS",1991,53
"NAM",1991,6
"NER",1991,0
"NGA",1991,229
"NIC",1991,9
"NLD",1991,65
"NONAT",1991,169
"NOR",1991,216
"NPL",1991,5
"NZL",1991,4
"OMN",1991,0
"PAK",1991,68
"PAN",1991,6
"PER",1991,123
"PHL",1991,84
"PNG",1991,2
"POL",1991,642
"PRI",1991,0
"PRK",1991,42
"PRT",1991,98
"PRY",1991,30
"PSE",1991,NA
"QAT",1991,36
"ROU",1991,349
"RUABU",1991,NA
"RUS",1991,NA
"RWA",1991,8
"SAU",1991,139
"SDN",1991,107
"SEN",1991,12
"SGP",1991,59
"SLB",1991,0
"SLE",1991,31
"SLV",1991,12
"SMR",1991,0
"SOM",1991,20
"SRB",1991,NA
"SSD",1991,NA
"SUHH",1991,NA
"SVK",1991,NA
"SVN",1991,NA
"SWE",1991,469
"SWZ",1991,2
"SYC",1991,4
"SYR",1991,111
"TCA",1991,0
"TCD",1991,3
"TGO",1991,15
"THA",1991,156
"TJK",1991,NA
"TKM",1991,NA
"TON",1991,0
"TTO",1991,3
"TUN",1991,62
"TUR",1991,1056
"TWN",1991,530
"TZA",1991,50
"UGA",1991,19
"UKR",1991,NA
"URY",1991,21
"USA",1991,2310
"UZB",1991,NA
"VAT",1991,0
"VCT",1991,0
"VEN",1991,91
"VGB",1991,0
"VNM",1991,9
"WSM",1991,0
"YDYE",1991,NA
"YEM",1991,22
"YUCS",1991,399
"ZAF",1991,58
"ZMB",1991,33
"ZWE",1991,4
"AFG",1992,34
"AGO",1992,8
"ALB",1992,13
"AND",1992,2
"ANHH",1992,0
"ARE",1992,13
"ARG",1992,161
"ARM",1992,NA
"ATG",1992,0
"AUS",1992,293
"AUT",1992,9
"AZE",1992,NA
"BDI",1992,16
"BEL",1992,195
"BEN",1992,29
"BFA",1992,4
"BGD",1992,16
"BGR",1992,56
"BHR",1992,1
"BHS",1992,0
"BIH",1992,3
"BLR",1992,NA
"BLZ",1992,0
"BMU",1992,0
"BOL",1992,3
"BRA",1992,735
"BRB",1992,0
"BRN",1992,5
"BTN",1992,0
"BWA",1992,6
"CAF",1992,1
"CAN",1992,361
"CHE",1992,1059
"CHL",1992,136
"CHN",1992,653
"CIV",1992,44
"CMR",1992,74
"COD",1992,23
"COG",1992,2
"COL",1992,113
"COM",1992,0
"CONGO",1992,0
"CPV",1992,0
"CRI",1992,51
"CSHH",1992,320
"CSXX",1992,254
"CUB",1992,20
"CYP",1992,109
"CZE",1992,NA
"DDDE",1992,NA
"DEU",1992,1405
"DJI",1992,0
"DMA",1992,0
"DNK",1992,161
"DOM",1992,26
"DZA",1992,43
"ECU",1992,52
"EGY",1992,308
"ERI",1992,NA
"ESP",1992,1356
"EST",1992,NA
"ETH",1992,45
"FIN",1992,322
"FJI",1992,0
"FRA",1992,1446
"GAB",1992,6
"GBR",1992,920
"GEO",1992,NA
"GHA",1992,28
"GIN",1992,13
"GMB",1992,3
"GNB",1992,2
"GNQ",1992,0
"GRC",1992,1250
"GRD",1992,0
"GTM",1992,46
"GUAYA",1992,4
"GUM",1992,0
"COMIS",1992,1262
"HKG",1992,79
"HND",1992,20
"HRV",1992,119
"HTI",1992,4
"HUN",1992,730
"IDN",1992,305
"IND",1992,288
"IRL",1992,188
"IRN",1992,292
"IRQ",1992,65
"ISL",1992,71
"ISPAL",1992,144
"ISR",1992,0
"ITA",1992,2313
"JAM",1992,4
"JOR",1992,132
"JPN",1992,2700
"KAZ",1992,NA
"KEN",1992,40
"KGZ",1992,NA
"KHM",1992,1
"KNA",1992,0
"KOR",1992,678
"KWT",1992,48
"LAO",1992,1
"LBN",1992,63
"LBR",1992,11
"LBY",1992,148
"LCA",1992,0
"LIE",1992,1
"LKA",1992,7
"LSO",1992,0
"LTU",1992,NA
"LUX",1992,13
"LVA",1992,NA
"MAC",1992,0
"MAR",1992,100
"MCO",1992,3
"MDA",1992,NA
"MDG",1992,22
"MDV",1992,0
"MEX",1992,265
"MKD",1992,14
"MLI",1992,7
"MLT",1992,8
"MMR",1992,0
"MNE",1992,NA
"MNG",1992,6
"MOZ",1992,3
"MRT",1992,3
"MSR",1992,0
"MTQ",1992,0
"MUS",1992,19
"MWI",1992,6
"MYS",1992,31
"NAM",1992,7
"NER",1992,0
"NGA",1992,153
"NIC",1992,4
"NLD",1992,80
"NONAT",1992,139
"NOR",1992,281
"NPL",1992,20
"NZL",1992,60
"OMN",1992,0
"PAK",1992,70
"PAN",1992,26
"PER",1992,114
"PHL",1992,111
"PNG",1992,2
"POL",1992,772
"PRI",1992,2
"PRK",1992,69
"PRT",1992,140
"PRY",1992,25
"PSE",1992,NA
"QAT",1992,14
"ROU",1992,192
"RUABU",1992,NA
"RUS",1992,NA
"RWA",1992,18
"SAU",1992,183
"SDN",1992,88
"SEN",1992,13
"SGP",1992,53
"SLB",1992,0
"SLE",1992,34
"SLV",1992,34
"SMR",1992,0
"SOM",1992,10
"SRB",1992,NA
"SSD",1992,NA
"SUHH",1992,NA
"SVK",1992,NA
"SVN",1992,30
"SWE",1992,954
"SWZ",1992,1
"SYC",1992,4
"SYR",1992,145
"TCA",1992,0
"TCD",1992,2
"TGO",1992,15
"THA",1992,244
"TJK",1992,NA
"TKM",1992,NA
"TON",1992,0
"TTO",1992,12
"TUN",1992,97
"TUR",1992,920
"TWN",1992,485
"TZA",1992,42
"UGA",1992,35
"UKR",1992,NA
"URY",1992,16
"USA",1992,2768
"UZB",1992,NA
"VAT",1992,0
"VCT",1992,0
"VEN",1992,99
"VGB",1992,0
"VNM",1992,24
"WSM",1992,0
"YDYE",1992,NA
"YEM",1992,25
"YUCS",1992,NA
"ZAF",1992,68
"ZMB",1992,3
"ZWE",1992,4
"AFG",1993,33
"AGO",1993,8
"ALB",1993,35
"AND",1993,3
"ANHH",1993,0
"ARE",1993,4
"ARG",1993,166
"ARM",1993,NA
"ATG",1993,1
"AUS",1993,240
"AUT",1993,3
"AZE",1993,NA
"BDI",1993,3
"BEL",1993,123
"BEN",1993,16
"BFA",1993,13
"BGD",1993,10
"BGR",1993,52
"BHR",1993,0
"BHS",1993,4
"BIH",1993,67
"BLR",1993,NA
"BLZ",1993,0
"BMU",1993,0
"BOL",1993,37
"BRA",1993,639
"BRB",1993,1
"BRN",1993,0
"BTN",1993,0
"BWA",1993,0
"CAF",1993,1
"CAN",1993,234
"CHE",1993,925
"CHL",1993,105
"CHN",1993,489
"CIV",1993,29
"CMR",1993,63
"COD",1993,8
"COG",1993,3
"COL",1993,115
"COM",1993,0
"CONGO",1993,0
"CPV",1993,0
"CRI",1993,42
"CSHH",1993,NA
"CSXX",1993,101
"CUB",1993,9
"CYP",1993,60
"CZE",1993,141
"DDDE",1993,NA
"DEU",1993,703
"DJI",1993,0
"DMA",1993,1
"DNK",1993,136
"DOM",1993,30
"DZA",1993,29
"ECU",1993,16
"EGY",1993,228
"ERI",1993,1
"ESP",1993,1036
"EST",1993,NA
"ETH",1993,29
"FIN",1993,145
"FJI",1993,0
"FRA",1993,912
"GAB",1993,7
"GBR",1993,624
"GEO",1993,NA
"GHA",1993,28
"GIN",1993,20
"GMB",1993,5
"GNB",1993,0
"GNQ",1993,8
"GRC",1993,870
"GRD",1993,0
"GTM",1993,30
"GUAYA",1993,5
"GUM",1993,0
"COMIS",1993,1645
"HKG",1993,56
"HND",1993,14
"HRV",1993,156
"HTI",1993,1
"HUN",1993,436
"IDN",1993,325
"IND",1993,185
"IRL",1993,103
"IRN",1993,144
"IRQ",1993,31
"ISL",1993,69
"ISPAL",1993,93
"ISR",1993,0
"ITA",1993,1383
"JAM",1993,1
"JOR",1993,35
"JPN",1993,2612
"KAZ",1993,NA
"KEN",1993,30
"KGZ",1993,NA
"KHM",1993,1
"KNA",1993,0
"KOR",1993,510
"KWT",1993,48
"LAO",1993,3
"LBN",1993,20
"LBR",1993,0
"LBY",1993,145
"LCA",1993,4
"LIE",1993,0
"LKA",1993,14
"LSO",1993,0
"LTU",1993,NA
"LUX",1993,3
"LVA",1993,NA
"MAC",1993,0
"MAR",1993,52
"MCO",1993,0
"MDA",1993,NA
"MDG",1993,24
"MDV",1993,0
"MEX",1993,181
"MKD",1993,17
"MLI",1993,1
"MLT",1993,7
"MMR",1993,0
"MNE",1993,NA
"MNG",1993,18
"MOZ",1993,0
"MRT",1993,0
"MSR",1993,0
"MTQ",1993,1
"MUS",1993,9
"MWI",1993,1
"MYS",1993,37
"NAM",1993,5
"NER",1993,1
"NGA",1993,76
"NIC",1993,9
"NLD",1993,46
"NONAT",1993,72
"NOR",1993,301
"NPL",1993,29
"NZL",1993,28
"OMN",1993,0
"PAK",1993,59
"PAN",1993,12
"PER",1993,71
"PHL",1993,62
"PNG",1993,0
"POL",1993,461
"PRI",1993,0
"PRK",1993,4
"PRT",1993,71
"PRY",1993,42
"PSE",1993,NA
"QAT",1993,0
"ROU",1993,155
"RUABU",1993,NA
"RUS",1993,NA
"RWA",1993,13
"SAU",1993,134
"SDN",1993,24
"SEN",1993,5
"SGP",1993,35
"SLB",1993,0
"SLE",1993,8
"SLV",1993,37
"SMR",1993,0
"SOM",1993,0
"SRB",1993,NA
"SSD",1993,NA
"SUHH",1993,NA
"SVK",1993,26
"SVN",1993,54
"SWE",1993,719
"SWZ",1993,0
"SYC",1993,0
"SYR",1993,55
"TCA",1993,0
"TCD",1993,5
"TGO",1993,18
"THA",1993,152
"TJK",1993,NA
"TKM",1993,NA
"TON",1993,0
"TTO",1993,3
"TUN",1993,60
"TUR",1993,683
"TWN",1993,546
"TZA",1993,28
"UGA",1993,14
"UKR",1993,NA
"URY",1993,45
"USA",1993,1935
"UZB",1993,NA
"VAT",1993,0
"VCT",1993,0
"VEN",1993,63
"VGB",1993,0
"VNM",1993,62
"WSM",1993,5
"YDYE",1993,NA
"YEM",1993,1
"YUCS",1993,NA
"ZAF",1993,66
"ZMB",1993,5
"ZWE",1993,7
"AFG",1994,101
"AGO",1994,4
"ALB",1994,39
"AND",1994,0
"ANHH",1994,0
"ARE",1994,19
"ARG",1994,145
"ARM",1994,NA
"ATG",1994,0
"AUS",1994,172
"AUT",1994,3
"AZE",1994,NA
"BDI",1994,3
"BEL",1994,159
"BEN",1994,23
"BFA",1994,8
"BGD",1994,15
"BGR",1994,56
"BHR",1994,0
"BHS",1994,0
"BIH",1994,80
"BLR",1994,NA
"BLZ",1994,0
"BMU",1994,0
"BOL",1994,34
"BRA",1994,576
"BRB",1994,0
"BRN",1994,0
"BTN",1994,0
"BWA",1994,1
"CAF",1994,1
"CAN",1994,218
"CHE",1994,777
"CHL",1994,83
"CHN",1994,378
"CIV",1994,31
"CMR",1994,36
"COD",1994,13
"COG",1994,1
"COL",1994,80
"COM",1994,0
"CONGO",1994,0
"CPV",1994,0
"CRI",1994,39
"CSHH",1994,NA
"CSXX",1994,86
"CUB",1994,26
"CYP",1994,54
"CZE",1994,145
"DDDE",1994,NA
"DEU",1994,438
"DJI",1994,0
"DMA",1994,0
"DNK",1994,170
"DOM",1994,19
"DZA",1994,29
"ECU",1994,29
"EGY",1994,194
"ERI",1994,0
"ESP",1994,944
"EST",1994,NA
"ETH",1994,80
"FIN",1994,164
"FJI",1994,0
"FRA",1994,999
"GAB",1994,1
"GBR",1994,679
"GEO",1994,NA
"GHA",1994,15
"GIN",1994,11
"GMB",1994,0
"GNB",1994,0
"GNQ",1994,0
"GRC",1994,747
"GRD",1994,0
"GTM",1994,35
"GUAYA",1994,1
"GUM",1994,0
"COMIS",1994,1540
"HKG",1994,79
"HND",1994,9
"HRV",1994,146
"HTI",1994,5
"HUN",1994,365
"IDN",1994,184
"IND",1994,177
"IRL",1994,122
"IRN",1994,123
"IRQ",1994,29
"ISL",1994,51
"ISPAL",1994,99
"ISR",1994,0
"ITA",1994,1601
"JAM",1994,4
"JOR",1994,56
"JPN",1994,2562
"KAZ",1994,NA
"KEN",1994,52
"KGZ",1994,NA
"KHM",1994,0
"KNA",1994,0
"KOR",1994,666
"KWT",1994,48
"LAO",1994,2
"LBN",1994,24
"LBR",1994,0
"LBY",1994,127
"LCA",1994,1
"LIE",1994,0
"LKA",1994,15
"LSO",1994,0
"LTU",1994,NA
"LUX",1994,5
"LVA",1994,NA
"MAC",1994,0
"MAR",1994,31
"MCO",1994,0
"MDA",1994,NA
"MDG",1994,11
"MDV",1994,0
"MEX",1994,220
"MKD",1994,21
"MLI",1994,5
"MLT",1994,10
"MMR",1994,14
"MNE",1994,NA
"MNG",1994,6
"MOZ",1994,0
"MRT",1994,1
"MSR",1994,0
"MTQ",1994,2
"MUS",1994,7
"MWI",1994,0
"MYS",1994,68
"NAM",1994,6
"NER",1994,4
"NGA",1994,73
"NIC",1994,12
"NLD",1994,98
"NONAT",1994,249
"NOR",1994,267
"NPL",1994,43
"NZL",1994,37
"OMN",1994,9
"PAK",1994,39
"PAN",1994,6
"PER",1994,50
"PHL",1994,63
"PNG",1994,0
"POL",1994,455
"PRI",1994,0
"PRK",1994,2
"PRT",1994,86
"PRY",1994,20
"PSE",1994,NA
"QAT",1994,14
"ROU",1994,128
"RUABU",1994,NA
"RUS",1994,NA
"RWA",1994,18
"SAU",1994,55
"SDN",1994,40
"SEN",1994,16
"SGP",1994,30
"SLB",1994,0
"SLE",1994,5
"SLV",1994,18
"SMR",1994,0
"SOM",1994,0
"SRB",1994,NA
"SSD",1994,NA
"SUHH",1994,NA
"SVK",1994,68
"SVN",1994,38
"SWE",1994,609
"SWZ",1994,0
"SYC",1994,0
"SYR",1994,41
"TCA",1994,0
"TCD",1994,0
"TGO",1994,26
"THA",1994,141
"TJK",1994,NA
"TKM",1994,NA
"TON",1994,0
"TTO",1994,2
"TUN",1994,52
"TUR",1994,631
"TWN",1994,401
"TZA",1994,30
"UGA",1994,2
"UKR",1994,NA
"URY",1994,15
"USA",1994,1920
"UZB",1994,NA
"VAT",1994,0
"VCT",1994,0
"VEN",1994,61
"VGB",1994,0
"VNM",1994,71
"WSM",1994,0
"YDYE",1994,NA
"YEM",1994,12
"YUCS",1994,NA
"ZAF",1994,68
"ZMB",1994,3
"ZWE",1994,3
"AFG",1995,40
"AGO",1995,1
"ALB",1995,51
"AND",1995,1
"ANHH",1995,0
"ARE",1995,35
"ARG",1995,125
"ARM",1995,NA
"ATG",1995,0
"AUS",1995,195
"AUT",1995,1
"AZE",1995,NA
"BDI",1995,5
"BEL",1995,173
"BEN",1995,40
"BFA",1995,27
"BGD",1995,68
"BGR",1995,67
"BHR",1995,0
"BHS",1995,0
"BIH",1995,64
"BLR",1995,NA
"BLZ",1995,0
"BMU",1995,4
"BOL",1995,11
"BRA",1995,679
"BRB",1995,1
"BRN",1995,8
"BTN",1995,4
"BWA",1995,13
"CAF",1995,11
"CAN",1995,178
"CHE",1995,759
"CHL",1995,80
"CHN",1995,484
"CIV",1995,53
"CMR",1995,60
"COD",1995,11
"COG",1995,18
"COL",1995,108
"COM",1995,1
"CONGO",1995,0
"CPV",1995,0
"CRI",1995,30
"CSHH",1995,NA
"CSXX",1995,87
"CUB",1995,16
"CYP",1995,48
"CZE",1995,148
"DDDE",1995,NA
"DEU",1995,419
"DJI",1995,0
"DMA",1995,0
"DNK",1995,143
"DOM",1995,11
"DZA",1995,34
"ECU",1995,38
"EGY",1995,149
"ERI",1995,2
"ESP",1995,1049
"EST",1995,NA
"ETH",1995,72
"FIN",1995,129
"FJI",1995,3
"FRA",1995,1012
"GAB",1995,2
"GBR",1995,694
"GEO",1995,NA
"GHA",1995,33
"GIN",1995,10
"GMB",1995,4
"GNB",1995,0
"GNQ",1995,0
"GRC",1995,735
"GRD",1995,0
"GTM",1995,36
"GUAYA",1995,3
"GUM",1995,0
"COMIS",1995,1455
"HKG",1995,51
"HND",1995,11
"HRV",1995,144
"HTI",1995,7
"HUN",1995,322
"IDN",1995,209
"IND",1995,186
"IRL",1995,147
"IRN",1995,72
"IRQ",1995,44
"ISL",1995,56
"ISPAL",1995,115
"ISR",1995,0
"ITA",1995,1479
"JAM",1995,5
"JOR",1995,61
"JPN",1995,2562
"KAZ",1995,NA
"KEN",1995,53
"KGZ",1995,NA
"KHM",1995,1
"KNA",1995,0
"KOR",1995,802
"KWT",1995,5
"LAO",1995,13
"LBN",1995,29
"LBR",1995,0
"LBY",1995,258
"LCA",1995,2
"LIE",1995,0
"LKA",1995,16
"LSO",1995,11
"LTU",1995,NA
"LUX",1995,9
"LVA",1995,NA
"MAC",1995,2
"MAR",1995,21
"MCO",1995,0
"MDA",1995,NA
"MDG",1995,45
"MDV",1995,0
"MEX",1995,153
"MKD",1995,14
"MLI",1995,22
"MLT",1995,3
"MMR",1995,18
"MNE",1995,NA
"MNG",1995,13
"MOZ",1995,5
"MRT",1995,1
"MSR",1995,1
"MTQ",1995,1
"MUS",1995,2
"MWI",1995,3
"MYS",1995,91
"NAM",1995,3
"NER",1995,9
"NGA",1995,100
"NIC",1995,5
"NLD",1995,124
"NONAT",1995,228
"NOR",1995,309
"NPL",1995,40
"NZL",1995,38
"OMN",1995,9
"PAK",1995,31
"PAN",1995,18
"PER",1995,61
"PHL",1995,48
"PNG",1995,0
"POL",1995,403
"PRI",1995,0
"PRK",1995,1
"PRT",1995,108
"PRY",1995,21
"PSE",1995,NA
"QAT",1995,6
"ROU",1995,100
"RUABU",1995,NA
"RUS",1995,NA
"RWA",1995,13
"SAU",1995,44
"SDN",1995,43
"SEN",1995,48
"SGP",1995,36
"SLB",1995,0
"SLE",1995,3
"SLV",1995,17
"SMR",1995,0
"SOM",1995,4
"SRB",1995,NA
"SSD",1995,NA
"SUHH",1995,NA
"SVK",1995,75
"SVN",1995,46
"SWE",1995,654
"SWZ",1995,0
"SYC",1995,0
"SYR",1995,45
"TCA",1995,0
"TCD",1995,0
"TGO",1995,76
"THA",1995,132
"TJK",1995,NA
"TKM",1995,NA
"TON",1995,0
"TTO",1995,13
"TUN",1995,78
"TUR",1995,646
"TWN",1995,369
"TZA",1995,32
"UGA",1995,17
"UKR",1995,NA
"URY",1995,16
"USA",1995,1647
"UZB",1995,NA
"VAT",1995,0
"VCT",1995,0
"VEN",1995,54
"VGB",1995,0
"VNM",1995,77
"WSM",1995,0
"YDYE",1995,NA
"YEM",1995,8
"YUCS",1995,NA
"ZAF",1995,76
"ZMB",1995,3
"ZWE",1995,7
"AFG",1996,18
"AGO",1996,2
"ALB",1996,30
"AND",1996,0
"ANHH",1996,1
"ARE",1996,33
"ARG",1996,136
"ARM",1996,NA
"ATG",1996,1
"AUS",1996,184
"AUT",1996,4
"AZE",1996,NA
"BDI",1996,6
"BEL",1996,158
"BEN",1996,23
"BFA",1996,35
"BGD",1996,36
"BGR",1996,56
"BHR",1996,2
"BHS",1996,0
"BIH",1996,67
"BLR",1996,NA
"BLZ",1996,0
"BMU",1996,0
"BOL",1996,23
"BRA",1996,636
"BRB",1996,0
"BRN",1996,6
"BTN",1996,4
"BWA",1996,20
"CAF",1996,10
"CAN",1996,168
"CHE",1996,754
"CHL",1996,76
"CHN",1996,381
"CIV",1996,18
"CMR",1996,54
"COD",1996,12
"COG",1996,3
"COL",1996,81
"COM",1996,6
"CONGO",1996,0
"CPV",1996,2
"CRI",1996,41
"CSHH",1996,NA
"CSXX",1996,91
"CUB",1996,33
"CYP",1996,40
"CZE",1996,160
"DDDE",1996,NA
"DEU",1996,293
"DJI",1996,0
"DMA",1996,2
"DNK",1996,122
"DOM",1996,15
"DZA",1996,36
"ECU",1996,32
"EGY",1996,220
"ERI",1996,3
"ESP",1996,1205
"EST",1996,NA
"ETH",1996,96
"FIN",1996,141
"FJI",1996,0
"FRA",1996,1018
"GAB",1996,0
"GBR",1996,647
"GEO",1996,NA
"GHA",1996,32
"GIN",1996,12
"GMB",1996,16
"GNB",1996,10
"GNQ",1996,0
"GRC",1996,673
"GRD",1996,0
"GTM",1996,30
"GUAYA",1996,5
"GUM",1996,0
"COMIS",1996,1822
"HKG",1996,50
"HND",1996,14
"HRV",1996,115
"HTI",1996,4
"HUN",1996,289
"IDN",1996,186
"IND",1996,169
"IRL",1996,104
"IRN",1996,67
"IRQ",1996,56
"ISL",1996,47
"ISPAL",1996,95
"ISR",1996,0
"ITA",1996,1601
"JAM",1996,14
"JOR",1996,63
"JPN",1996,2781
"KAZ",1996,NA
"KEN",1996,46
"KGZ",1996,NA
"KHM",1996,8
"KNA",1996,0
"KOR",1996,973
"KWT",1996,21
"LAO",1996,23
"LBN",1996,37
"LBR",1996,1
"LBY",1996,397
"LCA",1996,0
"LIE",1996,0
"LKA",1996,43
"LSO",1996,0
"LTU",1996,NA
"LUX",1996,2
"LVA",1996,NA
"MAC",1996,0
"MAR",1996,22
"MCO",1996,0
"MDA",1996,NA
"MDG",1996,7
"MDV",1996,2
"MEX",1996,220
"MKD",1996,14
"MLI",1996,16
"MLT",1996,9
"MMR",1996,19
"MNE",1996,NA
"MNG",1996,29
"MOZ",1996,3
"MRT",1996,4
"MSR",1996,0
"MTQ",1996,1
"MUS",1996,2
"MWI",1996,4
"MYS",1996,73
"NAM",1996,6
"NER",1996,13
"NGA",1996,76
"NIC",1996,1
"NLD",1996,99
"NONAT",1996,32
"NOR",1996,255
"NPL",1996,46
"NZL",1996,35
"OMN",1996,9
"PAK",1996,41
"PAN",1996,5
"PER",1996,59
"PHL",1996,40
"PNG",1996,0
"POL",1996,438
"PRI",1996,0
"PRK",1996,0
"PRT",1996,121
"PRY",1996,16
"PSE",1996,NA
"QAT",1996,9
"ROU",1996,79
"RUABU",1996,NA
"RUS",1996,NA
"RWA",1996,8
"SAU",1996,42
"SDN",1996,34
"SEN",1996,27
"SGP",1996,38
"SLB",1996,0
"SLE",1996,7
"SLV",1996,8
"SMR",1996,50
"SOM",1996,0
"SRB",1996,NA
"SSD",1996,NA
"SUHH",1996,NA
"SVK",1996,81
"SVN",1996,42
"SWE",1996,777
"SWZ",1996,1
"SYC",1996,0
"SYR",1996,62
"TCA",1996,0
"TCD",1996,1
"TGO",1996,20
"THA",1996,124
"TJK",1996,NA
"TKM",1996,NA
"TON",1996,8
"TTO",1996,4
"TUN",1996,55
"TUR",1996,600
"TWN",1996,301
"TZA",1996,28
"UGA",1996,34
"UKR",1996,NA
"URY",1996,22
"USA",1996,1554
"UZB",1996,NA
"VAT",1996,0
"VCT",1996,0
"VEN",1996,64
"VGB",1996,0
"VNM",1996,124
"WSM",1996,4
"YDYE",1996,NA
"YEM",1996,36
"YUCS",1996,NA
"ZAF",1996,33
"ZMB",1996,7
"ZWE",1996,8
"AFG",1997,8
"AGO",1997,0
"ALB",1997,27
"AND",1997,3
"ANHH",1997,0
"ARE",1997,31
"ARG",1997,141
"ARM",1997,NA
"ATG",1997,0
"AUS",1997,210
"AUT",1997,0
"AZE",1997,NA
"BDI",1997,2
"BEL",1997,113
"BEN",1997,44
"BFA",1997,33
"BGD",1997,24
"BGR",1997,77
"BHR",1997,0
"BHS",1997,1
"BIH",1997,32
"BLR",1997,NA
"BLZ",1997,0
"BMU",1997,0
"BOL",1997,30
"BRA",1997,727
"BRB",1997,1
"BRN",1997,1
"BTN",1997,1
"BWA",1997,8
"CAF",1997,0
"CAN",1997,164
"CHE",1997,638
"CHL",1997,72
"CHN",1997,416
"CIV",1997,29
"CMR",1997,64
"COD",1997,9
"COG",1997,8
"COL",1997,99
"COM",1997,4
"CONGO",1997,0
"CPV",1997,1
"CRI",1997,23
"CSHH",1997,NA
"CSXX",1997,90
"CUB",1997,23
"CYP",1997,61
"CZE",1997,117
"DDDE",1997,NA
"DEU",1997,321
"DJI",1997,0
"DMA",1997,3
"DNK",1997,162
"DOM",1997,6
"DZA",1997,32
"ECU",1997,33
"EGY",1997,284
"ERI",1997,4
"ESP",1997,1235
"EST",1997,NA
"ETH",1997,92
"FIN",1997,125
"FJI",1997,0
"FRA",1997,1012
"GAB",1997,0
"GBR",1997,624
"GEO",1997,NA
"GHA",1997,34
"GIN",1997,14
"GMB",1997,9
"GNB",1997,8
"GNQ",1997,0
"GRC",1997,585
"GRD",1997,0
"GTM",1997,9
"GUAYA",1997,1
"GUM",1997,0
"COMIS",1997,1779
"HKG",1997,37
"HND",1997,14
"HRV",1997,108
"HTI",1997,9
"HUN",1997,278
"IDN",1997,173
"IND",1997,138
"IRL",1997,100
"IRN",1997,67
"IRQ",1997,91
"ISL",1997,51
"ISPAL",1997,78
"ISR",1997,0
"ITA",1997,1577
"JAM",1997,13
"JOR",1997,42
"JPN",1997,2513
"KAZ",1997,NA
"KEN",1997,62
"KGZ",1997,NA
"KHM",1997,6
"KNA",1997,0
"KOR",1997,886
"KWT",1997,2
"LAO",1997,9
"LBN",1997,30
"LBR",1997,1
"LBY",1997,95
"LCA",1997,1
"LIE",1997,0
"LKA",1997,38
"LSO",1997,1
"LTU",1997,NA
"LUX",1997,4
"LVA",1997,NA
"MAC",1997,0
"MAR",1997,40
"MCO",1997,1
"MDA",1997,NA
"MDG",1997,26
"MDV",1997,0
"MEX",1997,254
"MKD",1997,26
"MLI",1997,8
"MLT",1997,8
"MMR",1997,10
"MNE",1997,NA
"MNG",1997,24
"MOZ",1997,1
"MRT",1997,1
"MSR",1997,2
"MTQ",1997,0
"MUS",1997,6
"MWI",1997,6
"MYS",1997,61
"NAM",1997,4
"NER",1997,4
"NGA",1997,66
"NIC",1997,3
"NLD",1997,82
"NONAT",1997,11
"NOR",1997,260
"NPL",1997,35
"NZL",1997,42
"OMN",1997,0
"PAK",1997,39
"PAN",1997,19
"PER",1997,78
"PHL",1997,35
"PNG",1997,1
"POL",1997,398
"PRI",1997,0
"PRK",1997,0
"PRT",1997,116
"PRY",1997,8
"PSE",1997,NA
"QAT",1997,28
"ROU",1997,75
